x,y,z
10.06027954,0.065863037,0.068258057
10.15129028,0.040715332,-0.005987549
9.957293701,0.124541016,0.283809814
9.792037354,0.132923584,0.475411377
10.01118164,0.082628174,0.161663818
10.17643799,0.015567627,-0.069455566
10.07704468,0.082628174,0.156873779
9.778864746,0.134121094,0.507744141
9.839937744,0.107775879,0.441881104
10.00160156,0.022752686,0.125738525
10.15488281,0.029937744,-0.076640625
10.18841309,0.039517822,-0.067060547
9.895023193,0.098195801,0.336500244
9.81,0.129331055,0.51253418
9.957293701,0.082628174,0.285007324
10.1536853,0.070653076,-0.083825684
10.02076172,0.061072998,0.185614014
9.790839844,0.047900391,0.483793945
9.966873779,0.118553467,0.35925293
10.14530273,0.010777588,-0.118553467
10.08901978,0.074245605,0.15208374
9.977651367,0.129331055,0.312550049
9.881850586,0.122145996,0.326920166
10.09141479,0.046702881,0.092208252
10.03393433,0.110170898,0.136516113
9.818382568,0.088615723,0.471818848
9.878258057,0.117355957,0.362845459
10.08542725,0.00119751,0.05029541
10.0794397,0.077838135,0.064665527
9.802814941,0.131726074,0.476608887
10.03513184,0.041912842,0.240699463
10.10698242,0.00119751,0.029937744
9.878258057,0.15328125,0.376018066
9.998009033,0.059875488,0.282612305
10.13093262,0.022752686,0.011975098
9.989626465,0.041912842,0.15447876
10.00399658,0.082628174,0.247884521
10.12973511,0.073048096,0.043110352
9.86149292,0.119750977,0.352067871
9.81119751,0.132923584,0.372425537
10.22912842,0.041912842,-0.0490979
9.96328125,0.089813232,0.287402344
9.831555176,0.171243896,0.51133667
10.11416748,0.007185059,-0.033530273
9.948911133,0.110170898,0.311352539
9.853110352,0.106578369,0.382005615
10.09620483,0.014370117,0.080233154
10.11057495,0.044307861,0.10178833
9.917775879,0.167651367,0.393980713
9.91178833,0.063468018,0.231119385
10.23511597,0.05269043,-0.033530273
9.922565918,0.15567627,0.335302734
9.827962646,0.113763428,0.488583984
10.09979736,0.069455566,-0.008382568
10.11895752,0.035925293,0.034727783
9.825567627,0.156873779,0.500559082
10.11057495,0.037122803,0.114960938
10.09021729,0.038320313,0.128133545
9.868677979,0.148491211,0.376018066
9.895023193,0.128133545,0.326920166
10.11536499,0.026345215,0.058677979
9.905800781,0.096998291,0.366437988
9.838740234,0.124541016,0.386795654
10.07345215,0.022752686,0.136516113
10.18362305,0.073048096,-0.041912842
9.96208374,0.070653076,0.302969971
9.762099609,0.122145996,0.518521729
9.975256348,0.055085449,0.215551758
10.09620483,0.093405762,0.070653076
10.08183472,0.10178833,0.161663818
9.896220703,0.091010742,0.374820557
9.825567627,0.131726074,0.423918457
10.06387207,0.015567627,0.05269043
10.06267456,0.047900391,0.061072998
9.874665527,0.086220703,0.40835083
9.835147705,0.161663818,0.433498535
10.00519409,0.039517822,0.15208374
10.13213013,0.062270508,0.022752686
10.0063916,0.082628174,0.201181641
9.856702881,0.129331055,0.456251221
9.863887939,0.10418335,0.382005615
10.05668701,0.045505371,0.110170898
10.12734009,0.004790039,0.047900391
9.909393311,0.119750977,0.392783203
9.879455566,0.142503662,0.416733398
9.938133545,0.116158447,0.289797363
10.0674646,0.025147705,0.025147705
10.10099487,0.083825684,0.05149292
9.940528564,0.138911133,0.348475342
9.902208252,0.099393311,0.419128418
9.96208374,0.086220703,0.268242188
9.999206543,0.063468018,0.119750977
10.03393433,0.058677979,0.040715332
9.86029541,0.091010742,0.299377441
9.898615723,0.110170898,0.417930908
9.887838135,0.137713623,0.3556604
10.09859985,0.05269043,-0.016765137
10.10578491,0.041912842,0.082628174
9.833950195,0.156873779,0.380808105
9.768087158,0.162861328,0.499361572
10.05069946,0.113763428,0.141306152
10.13572266,0.082628174,0.027542725
9.892628174,0.089813232,0.366437988
9.813592529,0.138911133,0.490979004
10.04111938,0.108973389,0.211959229
10.12135254,0.081430664,-0.003592529
10.06387207,0.138911133,0.149688721
9.863887939,0.064665527,0.350870361
9.892628174,0.131726074,0.371228027
10.09979736,0.035925293,0.020357666
10.15009277,0.010777588,-0.011975098
9.905800781,0.126936035,0.338895264
9.923763428,0.146096191,0.347277832
10.14769775,0.061072998,0.004790039
10.16446289,0.013172607,-0.017962646
10.01597168,0.111368408,0.188009033
9.849517822,0.15208374,0.451461182
9.869875488,0.099393311,0.413140869
9.928553467,0.085023193,0.228724365
10.17524048,0.063468018,-0.021555176
10.01357666,0.15328125,0.246687012
9.769284668,0.099393311,0.45984375
9.930948486,0.137713623,0.324525146
10.0554895,0.043110352,0.085023193
10.11776001,0.029937744,0.014370117
10.05788452,0.047900391,0.10178833
9.818382568,0.160466309,0.479003906
9.941726074,0.065863037,0.250279541
10.0926123,0.021555176,-0.010777588
10.10099487,0.071850586,0.10178833
10.01956421,0.093405762,0.171243896
9.813592529,0.114960938,0.46104126
9.980046387,0.076640625,0.216749268
10.15608032,-0.00119751,-0.045505371
9.984836426,0.124541016,0.240699463
9.841135254,0.140108643,0.40954834
9.905800781,0.077838135,0.329315186
10.14171021,0.05149292,-0.026345215
9.977651367,0.112565918,0.20477417
9.855505371,0.128133545,0.386795654
10.02794678,0.069455566,0.182021484
10.17045044,0.062270508,-0.082628174
10.08063721,0.017962646,-0.004790039
9.944121094,0.092208252,0.295784912
9.951306152,0.116158447,0.280217285
9.988428955,0.079035645,0.15328125
10.10698242,0.038320313,0.025147705
9.989626465,0.088615723,0.240699463
9.815987549,0.126936035,0.40954834
9.915380859,0.111368408,0.35925293
10.08542725,0.046702881,0.058677979
10.17164795,0.025147705,0.015567627
9.847122803,0.135318604,0.316142578
9.795629883,0.184416504,0.505349121
9.880653076,0.071850586,0.368833008
10.15608032,0.05149292,-0.00119751
10.17284546,0.05269043,0.004790039
9.897418213,0.146096191,0.386795654
9.831555176,0.137713623,0.475411377
10.06866211,0.019160156,0.055085449
10.24709106,0.004790039,-0.091010742
9.889035645,0.141306152,0.258662109
9.883048096,0.094603271,0.383203125
10.11057495,0.009580078,0.058677979
10.04830444,0.071850586,0.148491211
9.845925293,0.118553467,0.422720947
9.849517822,0.122145996,0.444276123
10.1285376,0.056282959,-0.005987549
10.18122803,0.007185059,-0.041912842
9.885443115,0.119750977,0.244291992
9.845925293,0.134121094,0.51253418
9.838740234,0.119750977,0.384400635
10.10578491,0.033530273,0.037122803
10.1405127,0.040715332,0.017962646
9.971663818,0.172441406,0.282612305
9.839937744,0.15447876,0.464633789
9.936936035,0.058677979,0.276624756
10.11296997,-0.004790039,-0.067060547
10.03872437,0.081430664,0.126936035
9.880653076,0.15447876,0.384400635
9.830357666,0.119750977,0.417930908
10.03632935,-0.005987549,0.126936035
10.03393433,0.05029541,0.05269043
9.940528564,0.085023193,0.320932617
9.847122803,0.15208374,0.479003906
9.945318604,0.091010742,0.222736816
10.10219238,0.022752686,0.00239502
10.00040405,0.108973389,0.25626709
9.789642334,0.093405762,0.413140869
9.956096191,0.077838135,0.268242188
10.16685791,0.022752686,-0.05149292
10.13452515,0.016765137,0
9.842332764,0.110170898,0.382005615
9.842332764,0.070653076,0.398770752
9.877060547,0.074245605,0.318537598
10.06866211,0.016765137,0.005987549
10.17404297,0.025147705,-0.037122803
10.02674927,0.10298584,0.185614014
9.800419922,0.093405762,0.471818848
10.03273682,0.037122803,0.071850586
10.08183472,0.044307861,0.008382568
9.975256348,0.069455566,0.265847168
9.850715332,0.122145996,0.437091064
9.971663818,0.088615723,0.295784912
10.09979736,0.040715332,0.015567627
10.12734009,0.062270508,0.096998291
9.916578369,0.094603271,0.343685303
9.885443115,0.123343506,0.428708496
10.01237915,0.073048096,0.20597168
10.09859985,0.007185059,0.040715332
9.96088623,0.083825684,0.219144287
9.806407471,0.173638916,0.488583984
9.805209961,0.116158447,0.399968262
10.08183472,0.011975098,0.110170898
10.1045874,0.033530273,0.037122803
9.848320313,0.064665527,0.397573242
9.924960938,0.15567627,0.395178223
10.02195923,0.068258057,0.138911133
10.15727783,0.00239502,0
10.05069946,0.134121094,0.167651367
9.929750977,0.117355957,0.264649658
9.867480469,0.132923584,0.437091064
10.04590942,0.067060547,0.120948486
10.10817993,0.045505371,0.037122803
9.933343506,0.140108643,0.293389893
9.814790039,0.165256348,0.463436279
9.976453857,0.077838135,0.215551758
10.14650024,0.035925293,0.009580078
10.06506958,0.137713623,0.221539307
9.906998291,0.105380859,0.392783203
9.885443115,0.105380859,0.390388184
10.09380981,-0.00119751,0.037122803
10.05189697,0.044307861,0.149688721
9.903405762,0.136516113,0.425115967
9.885443115,0.119750977,0.438288574
10.11057495,0.05269043,0.117355957
10.2027832,0.028740234,0.035925293
9.989626465,0.10059082,0.20477417
9.827962646,0.15208374,0.435893555
9.827962646,0.117355957,0.413140869
10.06506958,0.05269043,0.091010742
10.08063721,0.029937744,0.110170898
9.929750977,0.111368408,0.334105225
9.844727783,0.15208374,0.40715332
9.950108643,0.059875488,0.182021484
10.13811768,0,0.004790039
10.15009277,0.10418335,0.088615723
9.922565918,0.118553467,0.314945068
9.856702881,0.138911133,0.391585693
10.10338989,0.087418213,0.092208252
10.17045044,0.020357666,-0.059875488
9.957293701,0.108973389,0.250279541
9.897418213,0.148491211,0.386795654
9.886640625,0.140108643,0.411943359
10.08542725,0.032332764,0.125738525
10.13692017,0.0490979,0.00239502
9.995614014,0.069455566,0.20597168
9.865085449,0.116158447,0.35805542
9.970466309,0.10059082,0.293389893
10.06147705,0.038320313,0.038320313
10.12614258,0.064665527,0.068258057
10.03872437,0.082628174,0.196391602
9.806407471,0.117355957,0.496966553
9.871072998,0.116158447,0.352067871
10.03872437,0.0490979,0.113763428
10.06506958,0.120948486,0.086220703
9.837542725,0.143701172,0.419128418
9.938133545,0.075443115,0.395178223
10.12973511,0.031135254,-0.028740234
10.05429199,0.080233154,0.177231445
9.845925293,0.146096191,0.425115967
9.869875488,0.077838135,0.349672852
10.11895752,0.05029541,0.05149292
10.10338989,0.004790039,0.091010742
9.930948486,0.099393311,0.296982422
9.781259766,0.173638916,0.507744141
9.929750977,0.123343506,0.283809814
10.12135254,0.05149292,0.041912842
10.11296997,0.022752686,0.055085449
9.851912842,0.141306152,0.352067871
9.880653076,0.166453857,0.35925293
9.939331055,0.141306152,0.334105225
10.04950195,0.029937744,0.088615723
10.17045044,0.020357666,-0.057480469
9.887838135,0.088615723,0.273032227
9.929750977,0.085023193,0.313747559
10.05069946,0.064665527,0.105380859
10.1045874,0.069455566,-0.014370117
10.01716919,0.094603271,0.122145996
9.902208252,0.119750977,0.377215576
9.938133545,0.117355957,0.362845459
10.18242554,0.034727783,-0.037122803
10.13452515,0.043110352,0.038320313
9.929750977,0.074245605,0.30776001
9.883048096,0.117355957,0.403560791
10.07824219,0.008382568,0.032332764
10.19799316,0.068258057,-0.055085449
10.17284546,0.016765137,-0.046702881
