x,y,z
10.03273682,0.004790039,0.342487793
9.891430664,0.131726074,0.553249512
9.793234863,0.122145996,0.633482666
9.806407471,0.095800781,0.619112549
9.901010742,0.083825684,0.602347412
9.892628174,0.085023193,0.568817139
9.86149292,0.083825684,0.572409668
9.835147705,0.10178833,0.549656982
9.869875488,0.098195801,0.591569824
9.820777588,0.034727783,0.565224609
10.00758911,0.077838135,0.404758301
9.868677979,0.110170898,0.526904297
9.992021484,0.017962646,0.371228027
9.976453857,-0.005987549,0.429906006
9.984836426,0.044307861,0.421523438
10.02195923,-0.009580078,0.247884521
9.975256348,0.081430664,0.415535889
10.03513184,0.017962646,0.311352539
10.16446289,-0.004790039,0.114960938
10.05429199,0.061072998,0.312550049
10.05309448,0.040715332,0.285007324
10.0554895,0.016765137,0.228724365
10.05069946,0.032332764,0.2574646
10.00279907,0.037122803,0.277822266
10.07584717,0.0490979,0.208366699
10.16925293,0.015567627,0.219144287
10.09859985,0.028740234,0.189206543
10.15488281,-0.005987549,0.177231445
10.07464966,0.017962646,0.238304443
10.12255005,0.059875488,0.195194092
10.06506958,-0.020357666,0.285007324
10.08901978,0.005987549,0.292192383
10.04231689,0.023950195,0.245489502
10.03992188,0.007185059,0.319735107
10.00279907,0.039517822,0.288599854
9.968071289,0.062270508,0.468226318
10.02195923,0.055085449,0.395178223
9.957293701,0.041912842,0.401165771
9.927355957,0.023950195,0.446671143
9.874665527,0.023950195,0.479003906
9.780062256,0.106578369,0.584384766
9.774074707,0.062270508,0.56282959
9.891430664,0.108973389,0.597557373
9.922565918,0.069455566,0.520916748
9.884245605,0.105380859,0.518521729
9.820777588,0.141306152,0.619112549
9.835147705,0.081430664,0.552052002
9.782457275,0.123343506,0.682580566
9.871072998,0.10178833,0.635877686
9.896220703,0.092208252,0.601149902
9.806407471,0.106578369,0.650247803
9.817185059,0.132923584,0.608334961
9.825567627,0.067060547,0.572409668
9.81,0.0490979,0.645457764
9.833950195,0.067060547,0.586779785
9.940528564,0.007185059,0.486188965
9.895023193,0.05269043,0.464633789
9.887838135,0.089813232,0.50894165
9.928553467,-0.003592529,0.492176514
9.941726074,0.092208252,0.428708496
9.927355957,0.087418213,0.525706787
10.00399658,0.003592529,0.329315186
9.940528564,0.093405762,0.423918457
10.03153931,-0.043110352,0.312550049
10.03992188,0.035925293,0.373623047
10.05189697,0.010777588,0.270637207
10.00998413,0.080233154,0.362845459
10.06147705,0.035925293,0.252674561
10.01357666,0,0.243094482
10.06267456,0.065863037,0.287402344
9.996811523,0.023950195,0.330512695
10.13452515,-0.020357666,0.173638916
10.15129028,-0.019160156,0.164058838
10.03752686,-0.026345215,0.233514404
10.17404297,0.011975098,0.185614014
10.06506958,-0.031135254,0.274229736
10.07464966,0.025147705,0.176033936
10.10578491,0.013172607,0.210761719
10.06027954,0.007185059,0.3556604
10.04590942,0.005987549,0.232316895
10.06147705,0.011975098,0.232316895
10.02555176,-0.009580078,0.425115967
9.96328125,0.046702881,0.332907715
9.998009033,-0.007185059,0.310155029
9.901010742,0.032332764,0.456251221
9.877060547,0.05149292,0.501756592
9.959688721,0.057480469,0.389190674
9.865085449,0.021555176,0.524509277
9.91059082,0.053887939,0.530496826
9.789642334,0.119750977,0.637075195
9.887838135,0.069455566,0.481398926
9.872270508,0.089813232,0.61552002
9.891430664,0.069455566,0.544866943
9.884245605,0.114960938,0.605939941
9.872270508,0.10298584,0.56163208
9.892628174,0.082628174,0.590372314
9.848320313,0.080233154,0.678988037
9.830357666,0.075443115,0.572409668
9.792037354,0.162861328,0.66581543
9.865085449,0.120948486,0.565224609
9.868677979,0.039517822,0.584384766
9.826765137,0.089813232,0.583187256
9.804012451,0.112565918,0.597557373
9.878258057,0.099393311,0.553249512
9.787247314,0.116158447,0.688568115
9.825567627,0.067060547,0.534089355
9.841135254,0.086220703,0.549656982
9.789642334,0.058677979,0.651445313
9.91298584,0.039517822,0.432301025
9.875863037,0.070653076,0.555644531
9.841135254,0.105380859,0.578397217
9.844727783,0.069455566,0.544866943
10.02674927,0.05149292,0.290994873
9.877060547,0.045505371,0.464633789
10.01118164,0.005987549,0.295784912
9.892628174,0.057480469,0.404758301
9.980046387,0.053887939,0.468226318
9.875863037,0.029937744,0.447868652
10.0674646,0.011975098,0.252674561
9.993218994,0.067060547,0.326920166
10.00758911,0.019160156,0.340092773
10.1165625,-0.022752686,0.159268799
10.03153931,0.014370117,0.290994873
10.09141479,0.011975098,0.243094482
10.10338989,0.053887939,0.30416748
10.04710693,0.029937744,0.270637207
10.03273682,0.017962646,0.273032227
10.0183667,-0.011975098,0.264649658
10.12734009,-0.029937744,0.25506958
10.14889526,0.008382568,0.216749268
10.0794397,0.011975098,0.215551758
10.05069946,0.00239502,0.251477051
10.05668701,0.008382568,0.289797363
10.08303223,0.032332764,0.314945068
10.10219238,0.004790039,0.258662109
10.01118164,0.029937744,0.371228027
10.05788452,0,0.299377441
9.889035645,0.056282959,0.483793945
9.978848877,0.038320313,0.376018066
9.91418335,-0.020357666,0.46104126
9.827962646,0.081430664,0.549656982
9.940528564,0.061072998,0.420325928
9.898615723,0.094603271,0.51013916
9.922565918,0.087418213,0.526904297
9.833950195,0.081430664,0.599952393
9.845925293,0.070653076,0.530496826
9.893825684,0.112565918,0.554447021
9.776469727,0.112565918,0.741258545
9.875863037,0.108973389,0.589174805
9.772877197,0.088615723,0.640667725
9.75970459,0.10059082,0.712518311
9.847122803,0.088615723,0.580792236
9.825567627,0.064665527,0.649050293
9.867480469,0.093405762,0.628692627
9.804012451,0.095800781,0.608334961
9.818382568,0.088615723,0.658630371
9.892628174,0.124541016,0.580792236
9.874665527,0.085023193,0.584384766
9.774074707,0.029937744,0.649050293
9.881850586,0.117355957,0.502954102
9.80760498,0.077838135,0.567619629
9.958491211,0.064665527,0.498164063
9.854307861,0.073048096,0.537681885
9.789642334,0.047900391,0.647852783
10.00279907,0.032332764,0.441881104
9.896220703,0.087418213,0.463436279
9.818382568,0.074245605,0.530496826
9.831555176,0.076640625,0.548459473
9.897418213,0.065863037,0.480201416
9.922565918,0.067060547,0.40835083
10.01357666,0.034727783,0.341290283
10.00998413,0.05149292,0.365240479
10.0674646,0.010777588,0.215551758
10.1405127,-0.033530273,0.15208374
10.07464966,0.032332764,0.213156738
10.05668701,0.034727783,0.215551758
10.14530273,0.041912842,0.20597168
10.12255005,-0.013172607,0.185614014
10.05788452,0.023950195,0.219144287
10.0674646,0.004790039,0.326920166
10.07225464,0.019160156,0.25387207
10.08542725,-0.00239502,0.243094482
10.01118164,0.005987549,0.347277832
10.03273682,0.037122803,0.350870361
9.940528564,0.05149292,0.411943359
9.970466309,0.015567627,0.417930908
9.999206543,-0.003592529,0.421523438
9.982441406,0.061072998,0.481398926
9.895023193,0.034727783,0.492176514
9.932145996,0.034727783,0.465831299
9.815987549,0.05149292,0.622705078
9.789642334,0.10418335,0.595162354
9.873468018,0.068258057,0.572409668
9.881850586,0.057480469,0.547261963
9.953701172,0.10418335,0.495769043
9.842332764,0.096998291,0.640667725
9.86269043,0.095800781,0.56163208
9.848320313,0.0490979,0.570014648
9.762099609,0.136516113,0.743653564
9.880653076,0.137713623,0.637075195
9.91418335,0.074245605,0.554447021
9.850715332,0.117355957,0.568817139
9.813592529,0.110170898,0.627495117
9.895023193,0.080233154,0.548459473
9.940528564,0.005987549,0.51253418
9.926158447,0.117355957,0.502954102
9.905800781,0.083825684,0.417930908
9.896220703,0.083825684,0.490979004
10.00160156,0.05029541,0.405955811
10.0063916,0.016765137,0.25387207
9.96088623,0.034727783,0.364042969
10.05908203,0.014370117,0.240699463
10.10338989,0.00119751,0.283809814
10.0554895,0.019160156,0.331710205
10.04111938,0.039517822,0.25626709
10.20996826,-0.015567627,0.186811523
10.09500732,0.031135254,0.246687012
10.06387207,0.017962646,0.286204834
10.13692017,-0.011975098,0.168848877
10.19320313,-0.020357666,0.173638916
