x,y,z
10.00160156,0.065863037,0.335302734
9.969268799,0.019160156,0.349672852
9.990823975,0.019160156,0.320932617
10.11057495,0.023950195,0.269439697
9.977651367,0.056282959,0.364042969
9.939331055,0.096998291,0.517324219
10.00160156,0.044307861,0.268242188
9.838740234,0.045505371,0.675395508
10.03752686,0.074245605,0.376018066
9.935738525,0.081430664,0.464633789
9.906998291,0.057480469,0.438288574
10.00758911,0.017962646,0.314945068
9.987231445,0.073048096,0.35685791
9.984836426,0.004790039,0.30416748
10.06027954,0.034727783,0.331710205
9.923763428,0.065863037,0.40715332
9.8590979,0.011975098,0.652642822
9.906998291,0.079035645,0.435893555
9.96567627,0.085023193,0.227526855
10.0674646,0.035925293,0.348475342
10.05189697,0.005987549,0.365240479
9.959688721,0.075443115,0.292192383
9.96088623,0.044307861,0.325722656
10.02435425,0.028740234,0.349672852
9.837542725,0.081430664,0.592767334
9.91178833,0.059875488,0.429906006
9.890233154,0.032332764,0.453856201
9.924960938,0.05029541,0.469423828
9.875863037,0.015567627,0.585582275
9.895023193,0.019160156,0.598754883
9.982441406,0.053887939,0.40715332
9.929750977,0.047900391,0.559237061
10.02315674,0.025147705,0.330512695
9.971663818,0.064665527,0.374820557
9.986033936,0.088615723,0.379610596
9.869875488,0.014370117,0.554447021
9.875863037,0.040715332,0.5640271
10.00399658,-0.00119751,0.445473633
9.957293701,0.038320313,0.40715332
9.988428955,0.055085449,0.313747559
10.02914429,0.077838135,0.334105225
9.892628174,0.035925293,0.544866943
9.921368408,0.029937744,0.368833008
9.968071289,0.071850586,0.344882813
9.837542725,0.035925293,0.572409668
9.977651367,0.016765137,0.298179932
10.04710693,0.015567627,0.370030518
9.96208374,0.0490979,0.35685791
9.927355957,0.011975098,0.404758301
9.901010742,0.039517822,0.661025391
10.0183667,0.087418213,0.319735107
10.01357666,0.067060547,0.299377441
9.96208374,0.010777588,0.330512695
10.05908203,0.069455566,0.247884521
9.932145996,0.088615723,0.373623047
9.91059082,0.044307861,0.607137451
9.927355957,0.134121094,0.338895264
10.02076172,-0.004790039,0.391585693
9.877060547,0.081430664,0.581989746
10.0063916,0.008382568,0.352067871
9.978848877,-0.005987549,0.453856201
9.842332764,0.035925293,0.601149902
9.950108643,0.05029541,0.370030518
9.996811523,0.031135254,0.391585693
9.847122803,0.040715332,0.574804688
9.969268799,0.056282959,0.385598145
9.903405762,0.023950195,0.51133667
9.915380859,0.087418213,0.349672852
9.976453857,-0.013172607,0.299377441
10.01597168,0.074245605,0.451461182
9.983638916,0.057480469,0.386795654
