x,y,z
9.974058838,0.085023193,0.016765137
9.970466309,0.055085449,0.056282959
10.10219238,0.083825684,-0.093405762
9.951306152,0.039517822,0.087418213
10.02555176,0.05149292,0.00119751
9.977651367,0.091010742,0.026345215
10.09859985,0.10298584,-0.120948486
10.03632935,0.079035645,-0.089813232
10.02914429,0.075443115,0.057480469
10.03992188,0.074245605,-0.010777588
10.07584717,0.074245605,-0.168848877
10.03632935,0.107775879,-0.061072998
10.04830444,0.093405762,-0.098195801
10.12734009,0.065863037,-0.112565918
10.0303418,0.023950195,-0.107775879
10.00758911,0.122145996,-0.029937744
10.05908203,0.110170898,-0.065863037
10.04231689,0.062270508,-0.091010742
10.06027954,0.074245605,-0.010777588
10.0674646,0.05149292,-0.165256348
10.06985962,0.094603271,-0.141306152
10.01716919,0.096998291,-0.023950195
10.03513184,0.05029541,-0.005987549
10.06506958,0.087418213,-0.112565918
9.994416504,0.095800781,0
10.00758911,0.070653076,0.035925293
10.10338989,0.061072998,-0.091010742
9.996811523,0.015567627,0.022752686
10.0554895,0.045505371,-0.044307861
10.06985962,0.080233154,-0.076640625
10.09620483,0.089813232,-0.10418335
10.01477417,0.112565918,0.025147705
10.10578491,0.037122803,-0.106578369
10.07464966,0.096998291,-0.158071289
10.02195923,0.040715332,0.033530273
10.05908203,0.069455566,-0.044307861
10.08542725,0.089813232,-0.110170898
9.992021484,0.043110352,0.004790039
10.06866211,0.059875488,-0.080233154
10.04830444,0.044307861,-0.149688721
10.04471191,0.093405762,0.067060547
10.1045874,0.0490979,-0.140108643
10.06387207,0.074245605,-0.119750977
10.03752686,0.044307861,-0.075443115
9.952503662,0.0490979,0.032332764
10.09859985,0.085023193,-0.131726074
10.07225464,0.107775879,-0.025147705
10.08782227,0.141306152,0.004790039
10.06267456,0.131726074,-0.044307861
10.09620483,0.10178833,-0.056282959
10.07704468,0.058677979,-0.041912842
10.0674646,0.05269043,-0.076640625
10.01716919,0.067060547,0.077838135
10.01237915,0.025147705,-0.059875488
9.999206543,0.077838135,-0.007185059
9.995614014,0.027542725,0.022752686
9.969268799,0.047900391,0.158071289
10.04950195,0.071850586,-0.045505371
9.995614014,0.044307861,-0.037122803
10.02914429,0.126936035,0.015567627
10.00758911,0.081430664,-0.028740234
10.00040405,0.035925293,-0.037122803
9.950108643,0.087418213,0.017962646
10.05668701,0.074245605,-0.055085449
10.04111938,0.079035645,-0.020357666
10.05069946,0.10418335,-0.043110352
9.989626465,0.105380859,0.020357666
10.02674927,0.058677979,-0.047900391
9.987231445,0.105380859,-0.011975098
10.0554895,0.116158447,-0.032332764
10.02794678,0.037122803,-0.047900391
9.999206543,0.069455566,-0.031135254
10.04590942,0.05029541,0.064665527
10.06387207,0.10178833,-0.035925293
10.00519409,0.083825684,-0.039517822
10.03632935,0.089813232,-0.077838135
10.00040405,0.093405762,0.039517822
9.96088623,0.10418335,0.010777588
10.02674927,0.074245605,0.057480469
10.01118164,0.071850586,0.119750977
10.01597168,0.068258057,0.005987549
10.0435144,0.091010742,-0.032332764
10.08662476,0.05029541,-0.120948486
9.999206543,0.0490979,0.061072998
10.02195923,0.064665527,-0.091010742
9.980046387,0.045505371,0.118553467
10.05788452,0.057480469,0.017962646
9.990823975,0.075443115,0.071850586
10.01118164,0.091010742,-0.011975098
10.00998413,0.085023193,-0.081430664
9.970466309,0.061072998,0.029937744
9.96567627,0.071850586,0.010777588
9.940528564,0.114960938,0.029937744
10.02435425,0.071850586,-0.029937744
10.0183667,0.074245605,-0.037122803
9.994416504,0.05029541,0.053887939
10.03513184,0.098195801,0.00239502
9.998009033,0.091010742,-0.013172607
10.01118164,0.081430664,0.031135254
9.986033936,0.10178833,0.087418213
9.978848877,0.099393311,0.114960938
10.06027954,0.040715332,-0.059875488
10.05189697,0.055085449,-0.079035645
9.978848877,0.068258057,0.068258057
9.994416504,0.10298584,0.124541016
9.978848877,0.061072998,-0.00119751
9.954898682,0.077838135,0.143701172
9.971663818,0.085023193,0.076640625
9.999206543,0.062270508,0.033530273
10.05788452,0.037122803,0.044307861
9.999206543,0.061072998,0.031135254
9.96328125,0.091010742,-0.05029541
9.984836426,0.083825684,0.081430664
10.00160156,0.113763428,0.080233154
10.00279907,0.068258057,0.013172607
9.941726074,0.089813232,-0.005987549
10.03273682,0.092208252,0.029937744
9.995614014,0.063468018,0.056282959
9.957293701,0.079035645,0.098195801
9.948911133,0.058677979,0.125738525
9.987231445,0.108973389,-0.032332764
10.07584717,0.068258057,-0.055085449
9.96567627,0.069455566,0.088615723
9.994416504,0.043110352,-0.009580078
9.971663818,0.079035645,0.099393311
9.968071289,0.062270508,0.074245605
9.927355957,0.009580078,0.113763428
9.970466309,0.010777588,0.137713623
9.999206543,0.112565918,-0.059875488
9.976453857,0.037122803,0.035925293
9.989626465,0.074245605,-0.00239502
9.998009033,0.058677979,0.082628174
10.02195923,0.028740234,-0.135318604
10.01237915,0.062270508,-0.061072998
10.00998413,0.073048096,0.038320313
10.03273682,0.045505371,-0.009580078
10.02435425,0.077838135,-0.005987549
9.91178833,0.083825684,0.106578369
9.966873779,0.071850586,0.099393311
9.975256348,0.0490979,0.065863037
10.00160156,0.082628174,0.116158447
10.10219238,0.079035645,-0.089813232
9.998009033,0.111368408,-0.040715332
10.06985962,0.059875488,-0.147293701
10.03872437,0.134121094,-0.014370117
10.00758911,0.033530273,0.038320313
10.01597168,0.037122803,-0.032332764
10.07584717,0.05149292,0.071850586
9.984836426,0.105380859,0.058677979
10.0183667,0.073048096,-0.0490979
9.935738525,0.061072998,0.075443115
9.975256348,0.065863037,-0.00239502
10.04471191,0.063468018,-0.003592529
9.998009033,0.105380859,0.059875488
9.971663818,0.056282959,0.008382568
9.932145996,-0.013172607,0.085023193
10.03153931,0.0490979,0.038320313
10.01118164,0.094603271,-0.062270508
10.06866211,0.071850586,-0.073048096
10.01716919,0.027542725,-0.076640625
10.03273682,0.088615723,-0.0490979
9.96208374,0.080233154,0.033530273
10.02315674,0.033530273,0.043110352
10.07824219,0.059875488,-0.080233154
10.09740234,0.056282959,-0.191601563
10.0794397,0.031135254,-0.059875488
10.07704468,0.0490979,-0.136516113
10.08782227,0.061072998,-0.134121094
10.06387207,0.070653076,-0.124541016
9.970466309,0.062270508,0.092208252
10.0183667,0.046702881,0.079035645
10.01597168,0.075443115,0.046702881
9.987231445,0.105380859,-0.058677979
10.0435144,0.068258057,-0.032332764
10.04590942,0.073048096,-0.086220703
10.0435144,0.085023193,-0.069455566
10.13452515,0.108973389,-0.142503662
10.09979736,0.044307861,-0.162861328
10.00519409,0.038320313,-0.057480469
9.995614014,0.076640625,-0.008382568
10.05908203,0.068258057,-0.044307861
10.00160156,0.068258057,0.05149292
10.03752686,0.05269043,-0.073048096
10.07584717,0.063468018,0.003592529
10.00279907,0.063468018,-0.020357666
10.05069946,0.10418335,-0.023950195
10.09979736,0.05149292,-0.117355957
10.02674927,0.061072998,-0.086220703
10.06147705,0.122145996,-0.009580078
10.09859985,0.068258057,-0.126936035
10.0794397,0.107775879,-0.029937744
10.00758911,0.068258057,-0.034727783
10.04111938,0.122145996,-0.021555176
10.02076172,0.088615723,-0.023950195
10.09021729,0.044307861,-0.074245605
10.00160156,0.087418213,0.032332764
10.0926123,0.083825684,-0.15567627
9.995614014,0.086220703,0
10.0794397,0.062270508,-0.107775879
10.04710693,0.071850586,-0.035925293
10.0303418,0.032332764,-0.080233154
9.988428955,0.122145996,0.046702881
9.988428955,0.056282959,-0.016765137
10.03632935,0.077838135,-0.128133545
10.05069946,0.079035645,-0.065863037
10.00160156,0.098195801,0.029937744
10.03872437,0.098195801,-0.027542725
10.02195923,0.046702881,-0.067060547
10.04830444,0.065863037,-0.026345215
10.02315674,0.05149292,-0.023950195
10.0183667,0.099393311,-0.05269043
10.06985962,0.0490979,-0.015567627
10.0303418,0.077838135,0.031135254
10.04590942,0.071850586,-0.079035645
10.03992188,0.057480469,0.122145996
9.959688721,0.10418335,-0.029937744
10.08183472,0.083825684,-0.096998291
9.966873779,0.116158447,0.061072998
10.01118164,0.057480469,0.017962646
10.05788452,0.091010742,-0.063468018
10.03153931,0.071850586,-0.046702881
10.06027954,0.063468018,-0.107775879
9.946516113,0.061072998,0.080233154
10.01357666,0.05269043,-0.025147705
10.00399658,0.077838135,-0.025147705
9.982441406,0.019160156,-0.035925293
10.07824219,0.086220703,-0.107775879
9.986033936,0.053887939,-0.00239502
10.00878662,0.098195801,0.028740234
10.00040405,0.110170898,0.007185059
9.977651367,0.074245605,0.026345215
10.01237915,0.043110352,-0.004790039
9.993218994,0.10298584,-0.039517822
9.966873779,0.093405762,0.033530273
9.975256348,0.079035645,0.013172607
9.977651367,0.020357666,0.011975098
9.989626465,0.075443115,-0.004790039
9.986033936,0.047900391,0.028740234
9.96208374,0.05029541,0.131726074
9.972861328,0.10298584,0.089813232
9.926158447,0.096998291,0.125738525
10.04950195,0.057480469,-0.053887939
10.02674927,0.035925293,-0.034727783
10.00040405,0.077838135,0.035925293
9.974058838,0.053887939,0.099393311
10.02315674,0.057480469,0.007185059
9.999206543,0.05029541,0.114960938
9.981243896,0.077838135,0.136516113
10.00160156,0.022752686,-0.05029541
9.986033936,0.082628174,0.086220703
9.935738525,0.094603271,-0.023950195
9.945318604,0.081430664,0.129331055
9.998009033,0.035925293,0.033530273
10.01716919,0.086220703,-0.061072998
10.04710693,0.064665527,0.025147705
10.0183667,0.077838135,0.031135254
10.06027954,0.0490979,-0.057480469
10.0674646,0.063468018,0.029937744
9.971663818,0.091010742,0.068258057
10.02794678,0.068258057,0.068258057
10.00160156,0.106578369,0.044307861
10.05429199,0.094603271,-0.019160156
9.975256348,0.088615723,-0.00119751
10.02794678,0.076640625,0.032332764
10.00399658,0.045505371,0.10059082
10.11057495,0.079035645,-0.128133545
10.01357666,0.067060547,0.025147705
10.05189697,0.068258057,-0.062270508
10.01597168,0.044307861,0.070653076
10.06626709,0.037122803,-0.116158447
10.00998413,0.067060547,-0.092208252
9.994416504,0.064665527,0.061072998
10.06267456,0.086220703,0.034727783
9.975256348,0.061072998,0.065863037
10.05189697,0,-0.05269043
9.981243896,0.026345215,0.023950195
9.975256348,0.079035645,0.110170898
10.03992188,0.067060547,0.0490979
10.01716919,0.013172607,0.009580078
10.02794678,0.094603271,-0.085023193
10.01716919,0.081430664,0.004790039
9.989626465,0.083825684,0.067060547
9.982441406,0.124541016,-0.027542725
9.995614014,0.085023193,-0.016765137
9.96208374,0.099393311,-0.004790039
10.01716919,0.063468018,0.032332764
10.02315674,0.079035645,0.00119751
9.987231445,0.020357666,0.010777588
10.0794397,0.069455566,-0.043110352
10.04231689,0.037122803,-0.122145996
10.03153931,0.053887939,-0.00239502
10.0435144,0.064665527,-0.067060547
9.920170898,0.053887939,0.126936035
10.02914429,0.017962646,-0.095800781
10.05429199,0.074245605,-0.010777588
9.978848877,0.047900391,0.142503662
10.08782227,0.075443115,-0.057480469
10.04231689,0.063468018,-0.008382568
9.980046387,0.053887939,0.077838135
10.06147705,0.055085449,-0.080233154
10.02794678,0.020357666,-0.095800781
10.01956421,0.075443115,-0.056282959
10.00519409,0.075443115,-0.093405762
10.08901978,0.057480469,-0.10298584
10.01118164,0.089813232,-0.040715332
10.02315674,0.057480469,-0.086220703
9.987231445,0.085023193,-0.032332764
10.11776001,0.040715332,-0.108973389
10.03632935,0.058677979,-0.004790039
9.993218994,0.022752686,-0.061072998
10.11057495,0.043110352,-0.10418335
10.06027954,0.073048096,-0.10059082
10.04950195,0.077838135,0.011975098
10.0435144,0.058677979,-0.040715332
10.02195923,0.096998291,0.016765137
10.10817993,0.093405762,-0.126936035
10.08662476,0.076640625,-0.094603271
9.992021484,0.113763428,0.027542725
10.04710693,0.089813232,-0.039517822
10.05908203,0.044307861,-0.10418335
10.02914429,0.05149292,-0.011975098
10.09979736,0.034727783,-0.131726074
10.05788452,0.056282959,-0.058677979
10.0303418,0.045505371,-0.123343506
9.989626465,0.065863037,0.005987549
10.05309448,0.083825684,-0.080233154
10.08901978,0.046702881,-0.126936035
10.00160156,0.076640625,0.045505371
10.03393433,0.039517822,-0.021555176
10.03153931,0.081430664,-0.116158447
10.02555176,0.05269043,-0.0490979
10.04830444,0.088615723,-0.0490979
10.00279907,0.077838135,0.045505371
10.09380981,0.110170898,0.027542725
10.02435425,0.057480469,0.022752686
9.977651367,0.028740234,0.039517822
10.02914429,0.095800781,-0.086220703
10.02674927,0.089813232,-0.075443115
10.06506958,0.086220703,-0.076640625
10.0303418,0.037122803,-0.021555176
10.03872437,0.058677979,-0.005987549
10.00519409,0.020357666,0.032332764
10.01118164,0.10418335,-0.058677979
10.0674646,0.058677979,-0.035925293
10.00160156,0.05029541,0.134121094
10.00519409,0.093405762,0.00119751
10.01477417,0.067060547,-0.123343506
10.04590942,0.092208252,-0.023950195
10.02794678,0.047900391,-0.025147705
10.03153931,0.023950195,0.077838135
9.924960938,0.070653076,0.064665527
10.07704468,0.080233154,-0.073048096
10.0063916,0.079035645,0.098195801
10.07584717,0.083825684,-0.031135254
10.03273682,0.077838135,-0.019160156
9.96088623,0.062270508,0.067060547
10.03273682,0.092208252,-0.040715332
10.0303418,0.041912842,0.027542725
9.952503662,0.055085449,0.089813232
9.994416504,0.076640625,-0.022752686
10.04471191,0.05269043,-0.010777588
9.957293701,0.037122803,0.068258057
9.939331055,0.106578369,0.087418213
9.990823975,0.045505371,0.0490979
