save_1,save_2,save_3
9.857900391,0.070653076,0.543669434
9.849517822,0.045505371,0.597557373
10.0674646,0.055085449,0.328117676
9.920170898,0.068258057,0.492176514
9.941726074,0.05029541,0.498164063
9.924960938,0.071850586,0.493374023
10.07345215,0.031135254,0.404758301
9.916578369,0.038320313,0.413140869
9.928553467,0.05149292,0.471818848
10.09380981,0.028740234,0.234711914
9.906998291,0.065863037,0.513731689
10.02435425,0.026345215,0.378413086
10.03632935,0.077838135,0.249082031
10.00998413,-0.003592529,0.420325928
9.96447876,0.067060547,0.535286865
9.96567627,0.065863037,0.382005615
9.930948486,0.046702881,0.397573242
9.872270508,0.111368408,0.558039551
10.01237915,0.027542725,0.276624756
9.902208252,0.056282959,0.627495117
9.968071289,0.059875488,0.3556604
9.976453857,0.026345215,0.347277832
9.96567627,0.0490979,0.361647949
9.903405762,0.038320313,0.496966553
9.927355957,0.032332764,0.486188965
10.05069946,0.05149292,0.360450439
10.00758911,0.058677979,0.311352539
9.915380859,0.085023193,0.505349121
9.944121094,0.045505371,0.514929199
9.934541016,0.05029541,0.446671143
9.878258057,0.089813232,0.583187256
9.936936035,0.077838135,0.541274414
9.993218994,0.00239502,0.354462891
9.941726074,0.014370117,0.451461182
9.936936035,0.081430664,0.496966553
9.959688721,0.038320313,0.377215576
10.00758911,0.070653076,0.382005615
9.873468018,0.10178833,0.5640271
10.00878662,0.031135254,0.249082031
9.829160156,0.111368408,0.603544922
9.954898682,0.026345215,0.349672852
10.02674927,0.025147705,0.298179932
9.945318604,0.053887939,0.477806396
9.946516113,0.070653076,0.403560791
9.929750977,0.016765137,0.329315186
9.957293701,0.043110352,0.46223877
10.0435144,0.007185059,0.310155029
10.02794678,0.008382568,0.268242188
9.91298584,0.070653076,0.518521729
9.96328125,0.089813232,0.476608887
10.15727783,0.003592529,0.302969971
9.874665527,0.023950195,0.35925293
9.922565918,0.10178833,0.568817139
9.91178833,0.077838135,0.496966553
9.96567627,0.059875488,0.428708496
9.986033936,-0.019160156,0.402363281
9.865085449,0.064665527,0.531694336
9.884245605,0.074245605,0.622705078
10.02794678,0.005987549,0.3065625
9.81239502,0.059875488,0.617915039
10.04590942,-0.005987549,0.286204834
9.866282959,0.046702881,0.51133667
9.966873779,0.016765137,0.427510986
10.03273682,0.057480469,0.314945068
9.918973389,0.079035645,0.496966553
10.02674927,0.026345215,0.332907715
9.956096191,0.063468018,0.429906006
10.03632935,0.046702881,0.455053711
10.04830444,0.056282959,0.287402344
10.07225464,0.061072998,0.268242188
9.86269043,0.106578369,0.514929199
9.86269043,0.056282959,0.526904297
9.993218994,0.015567627,0.390388184
9.976453857,0.011975098,0.312550049
9.951306152,0.041912842,0.447868652
9.947713623,0.068258057,0.482596436
9.966873779,0.110170898,0.426313477
10.03632935,0.034727783,0.347277832
10.02315674,0.015567627,0.353265381
9.766889648,0.023950195,0.643062744
9.848320313,0.065863037,0.5640271
10.00998413,0.040715332,0.312550049
9.830357666,0.065863037,0.572409668
9.958491211,0.045505371,0.350870361
9.96567627,0.063468018,0.420325928
9.978848877,0.061072998,0.456251221
10.01357666,0.032332764,0.274229736
9.868677979,0.091010742,0.500559082
10.07824219,0.008382568,0.348475342
9.953701172,0.016765137,0.3065625
9.883048096,0.10418335,0.56282959
9.989626465,0.003592529,0.370030518
9.974058838,0.081430664,0.379610596
9.884245605,0.074245605,0.56163208
9.954898682,0.038320313,0.451461182
9.957293701,-0.005987549,0.380808105
9.977651367,0.083825684,0.477806396
9.81119751,0.082628174,0.659827881
9.980046387,0.057480469,0.390388184
10.07584717,-0.029937744,0.314945068
10.05069946,-0.009580078,0.322130127
10.03513184,0.009580078,0.295784912
9.96567627,0.057480469,0.414338379
9.932145996,0.059875488,0.482596436
9.974058838,0.037122803,0.340092773
10.0435144,0.020357666,0.344882813
9.927355957,0.039517822,0.427510986
10.00758911,0.020357666,0.398770752
9.918973389,0.057480469,0.40715332
9.920170898,0.067060547,0.540076904
9.986033936,0.085023193,0.464633789
10.0183667,0.044307861,0.378413086
9.981243896,0.015567627,0.362845459
9.930948486,0.047900391,0.470621338
9.988428955,0.05149292,0.437091064
9.908195801,0.00119751,0.371228027
9.891430664,0.079035645,0.514929199
9.855505371,0.064665527,0.542471924
9.827962646,0.085023193,0.535286865
10.00758911,0.029937744,0.227526855
9.934541016,0.067060547,0.35805542
9.893825684,0.05149292,0.505349121
10.02674927,0.031135254,0.25506958
9.880653076,0.056282959,0.524509277
9.918973389,0.071850586,0.455053711
10.10937744,0.043110352,0.344882813
10.09380981,0.040715332,0.35925293
9.950108643,-0.003592529,0.330512695
9.889035645,0.058677979,0.422720947
9.883048096,0.05149292,0.613125
9.959688721,0.015567627,0.387993164
9.954898682,0.014370117,0.342487793
9.935738525,0.112565918,0.465831299
9.942923584,0.008382568,0.383203125
9.928553467,0.086220703,0.56043457
9.898615723,0.113763428,0.514929199
9.952503662,0.021555176,0.383203125
9.850715332,0.111368408,0.597557373
10.01716919,0.014370117,0.298179932
9.865085449,0.080233154,0.586779785
9.874665527,0.016765137,0.401165771
10.02674927,0.016765137,0.343685303
9.981243896,0.034727783,0.35805542
9.933343506,0.053887939,0.502954102
9.975256348,0.045505371,0.425115967
