Time,X
"6-30",-0.05874
"6-30",-0.047755
"6-30",-0.087009
"6-30",-0.045569
"6-30",-0.032153
"6-30",-0.009497
"6-30",0.018639
"6-30",0.013429
"6-30",-0.019246
"6-30",-0.011682
"6-30",-0.006051
"6-30",-0.018315
"6-30",-0.027278
"6-30",-0.004628
"6-30",0.023346
"6-30",-0.015638
"6-30",-0.056597
"6-30",-0.04982
"6-30",-0.058002
"6-30",-0.072091
"6-30",-0.109292
"6-30",-0.066814
"6-30",-0.096422
"6-30",-0.096416
"6-30",-0.070026
"6-30",-0.055817
"6-30",-0.074108
"6-30",-0.026143
"6-30",-0.014492
"6-30",-0.036289
"6-30",-0.034902
"6-30",-0.006555
"6-30",0.020152
"6-30",0.015782
"6-30",0.005235
"6-30",-0.00458
"6-30",-0.01556
"6-30",-0.0237
"6-30",-0.030015
"6-30",-0.037261
"6-30",-0.022698
"6-30",0.006555
"6-30",-0.010559
"6-30",-0.025339
"6-30",-0.016358
"6-30",0.002359
"6-30",-0.004995
"6-30",0.01089
"6-30",0.033413
"6-30",0.029235
"6-30",-0.007174
"6-30",-0.026426
"6-30",-0.017055
"6-30",-0.041421
"6-30",-0.028161
"6-30",-0.031696
"6-30",-0.007588
"6-30",0.021485
"6-30",0.028274
"6-30",0.030736
"6-30",0.025687
"6-30",-0.036991
"6-30",-0.046104
"6-30",-0.02633
"6-30",-0.009917
"6-30",0.013837
"6-30",0.057924
"6-30",0.08208
"6-30",0.054496
"6-30",0.018808
"6-30",-0.050174
"6-30",-0.067319
"6-30",-0.060061
"6-30",-0.03845
"6-30",0.018585
"6-30",0.041679
"6-30",-0.020375
"6-30",-0.05814
"6-30",-0.050888
"6-30",-0.061207
"6-30",-0.001099
"6-30",0.021233
"6-30",0.031552
"6-30",0.023844
"6-30",0.008116
"6-30",0.001489
"6-30",-0.002035
"6-30",0.01209
"6-30",0.013027
"6-30",0.015062
"6-30",0.031204
"6-30",0.021533
"6-30",0.011832
"6-30",0.019798
"6-30",0.025771
"6-30",0.00763
"6-30",-0.0158
"6-30",-0.062504
"6-30",0.009635
"6-30",0.029853
"6-30",0.067625
"6-30",0.072487
"6-30",0.034584
"6-30",-0.045647
"6-30",-0.08905
"6-30",-0.047472
"6-30",-0.025147
"6-30",0.005937
"6-30",0.074126
"6-30",0.0512
"6-30",0.048007
"6-30",0.038378
"6-30",0.038372
"6-30",0.015152
"6-30",0.028118
"6-30",0.03202
"6-30",0.083425
"6-30",0.102983
"6-30",0.121898
"6-30",0.112498
"6-30",0.075735
"6-30",0.036847
"6-30",-0.013621
"6-30",-0.039302
"6-30",-0.021557
"6-30",0.022584
"6-30",0.065686
"6-30",0.069432
"6-30",0.072883
"6-30",0.028671
"6-30",-0.052575
"6-30",-0.034008
"6-30",0.013453
"6-30",0.033659
"6-30",0.104874
"6-30",0.097796
"6-30",0.086612
"6-30",0.076491
"6-30",0.049339
"6-30",0.05506
"6-30",0.039212
"6-30",0.031678
"6-30",0.047953
"6-30",0.050528
"6-30",0.067276
"6-30",0.068285
"6-30",0.038384
"6-30",0.01158
"6-30",0.03145
"6-30",0.05847
"6-30",0.056999
"6-30",0.095461
"6-30",0.130207
"6-30",0.095299
"6-30",0.092039
"6-30",0.072619
"6-30",0.005841
"6-30",-0.009623
"6-30",0.020987
"6-30",0.05814
"6-30",0.059899
"6-30",0.086612
"6-30",0.112666
"6-30",0.083977
"6-30",0.085268
"6-30",0.055991
"6-30",0.033227
"6-30",0.036793
"6-30",0.054334
"6-30",0.11287
"6-30",0.154267
"6-30",0.11793
"6-30",0.112137
"6-30",0.055162
"6-30",0.030117
"6-30",0.037411
"6-30",0.053139
"6-30",0.067096
"6-30",0.054586
"6-30",0.042148
"6-30",0.04375
"6-30",0.051404
"6-30",0.051897
"6-30",-0.012252
"6-30",-0.05431
"6-30",-0.016653
"6-30",0.020308
"6-30",0.065445
"6-30",0.01879
"6-30",0.026762
"6-30",0.022902
"6-30",-0.004899
"6-30",0.003986
"6-30",0.010577
"6-30",0.036138
"6-30",0.032645
"6-30",0.030808
"6-30",0.011478
"6-30",0.028941
"6-30",0.018435
"6-30",0.014804
"6-30",0.025747
"6-30",0.042568
"6-30",0.038041
"6-30",0.023568
"6-30",0.058578
"6-30",0.057485
"6-30",0.017157
"6-30",0.026023
"6-30",-0.013567
"6-30",-0.086222
"6-30",-0.050906
"6-30",-0.004118
"6-30",0.016088
"6-30",0.002095
"6-30",0.002587
"6-30",-0.005733
"6-30",-0.054946
"6-30",-0.020939
"6-30",0.004442
"6-30",0.027386
"6-30",0.050222
"6-30",0.063777
"6-30",0.099537
"6-30",0.029307
"6-30",0.003596
"6-30",-0.007816
"6-30",-0.038636
"6-30",-0.062162
"6-30",-0.071257
"6-30",-0.047815
"6-30",-0.03824
"6-30",-0.033077
"6-30",-0.037009
"6-30",-0.040815
"6-30",-0.076557
"6-30",-0.087885
"6-30",-0.150341
"6-30",-0.111243
"6-30",-0.032705
"6-30",0.014341
"6-30",0.055324
"6-30",0.028587
"6-30",0.011544
"6-30",0.001507
"6-30",-0.000138
"6-30",-0.002647
"6-30",0.011964
"6-30",0.015746
"6-30",0.010679
"6-30",0.021635
"6-30",0.009029
"6-30",0.009521
"6-30",-0.012727
"6-30",-0.039146
"6-30",-0.040167
"6-30",-0.018784
"6-30",0.002383
"6-30",0.024114
"6-30",0.032453
"6-30",0.001159
"6-30",-0.017895
"6-30",-0.023244
"6-30",-0.054292
"6-30",-0.081132
"6-30",-0.028413
"6-30",0.022229
"6-30",0.014647
"6-30",-0.002731
"6-30",0.00317
"6-30",-0.030112
"6-30",-0.046692
"6-30",-0.023034
"6-30",-0.002143
"6-30",-0.000714
"6-30",0.009521
"6-30",0.071094
"6-30",0.049892
"6-30",-0.011724
"6-30",-0.020849
"6-30",-0.01972
"6-30",-0.028299
"6-30",-0.014107
"6-30",0.004718
"6-30",0.029835
"6-30",-0.007396
"6-30",-0.039026
"6-30",-0.025651
"6-30",-0.04183
"6-30",-0.04725
"6-30",-0.077992
"6-30",-0.101968
"6-30",-0.078977
"6-30",-0.059695
"6-30",-0.026113
"6-30",-0.043456
"6-30",-0.067427
"6-30",-0.047184
"6-30",-0.046182
"6-30",-0.060289
"6-30",-0.072061
"6-30",-0.050864
"6-30",-0.040641
"6-30",-0.017451
"6-30",-0.042286
"6-30",-0.028503
"6-30",-0.03064
"6-30",-0.029439
"6-30",-0.057654
"6-30",-0.068543
"6-30",-0.069564
"6-30",-0.044177
"6-30",-0.021773
"6-30",0.004256
"6-30",-0.013495
"6-30",-0.005517
"6-30",-0.044561
"6-30",-0.122109
"6-30",-0.067937
"6-30",-0.050714
"6-30",-0.050498
"6-30",-0.033335
"6-30",-0.077746
"6-30",-0.041253
"6-30",-0.040119
"6-30",-0.025855
"6-30",-0.002365
"6-30",0.000702
"6-30",-0.024601
"6-30",-0.013927
"6-30",0.002101
"6-30",-0.0029
"6-30",-0.014383
"6-30",0.004616
"6-30",0.009479
"6-30",-0.040311
"6-30",-0.082248
"6-30",-0.074024
"6-30",-0.05886
"6-30",-0.065001
"6-30",-0.075549
"6-30",-0.052491
"6-30",-0.075513
"6-30",-0.095929
"6-30",-0.102785
"6-30",-0.107197
"6-30",-0.098336
"6-30",-0.026672
"6-30",-0.000919
"6-30",-0.021473
"6-30",-0.012625
"6-30",0.006123
"6-30",0.006501
"6-30",-0.005901
"6-30",-0.021083
"6-30",-0.017751
"6-30",-0.017955
"6-30",0.000156
"6-30",0.010811
"6-30",-0.009287
"6-30",-0.009389
"6-30",-0.002792
"6-30",-0.033077
"6-30",-0.048571
"6-30",-0.015434
"6-30",0.011982
"6-30",0.008686
"6-30",0.011088
"6-30",0.013483
"6-30",0.001092
"6-30",-0.025201
"6-30",-0.036553
"6-30",-0.006009
"6-30",-0.016094
"6-30",-0.020999
"6-30",-0.041169
"6-30",-0.034548
"6-30",0.002317
"6-30",0.000588
"6-30",0.029763
"6-30",0.037543
"6-30",-0.014029
"6-30",-0.015944
"6-30",-0.012486
"6-30",-0.015884
"6-30",0.011976
"6-30",0.020705
"6-30",0.074708
"6-30",0.05572
"6-30",0.039554
"6-30",-0.002437
"6-30",-0.026942
"6-30",-0.04746
"6-30",-0.079763
"6-30",-0.038186
"6-30",0.004574
"6-30",-0.001483
"6-30",-0.018982
"6-30",0.014389
"6-30",-0.020663
"6-30",0.000576
"6-30",-0.020759
"6-30",-0.0237
"6-30",-0.008476
"6-30",0.009905
"6-30",0.047874
"6-30",0.043738
"6-30",0.024559
"6-30",-0.002371
"6-30",-0.024126
"6-30",-0.011064
"6-30",0.002713
"6-30",0.000402
"6-30",0.033977
"6-30",0.043144
"6-30",0.024084
"6-30",-0.014137
"6-30",-0.063603
"6-30",-0.021863
"6-30",0.005931
"6-30",0.041091
"6-30",0.086018
"6-30",0.068153
"6-30",0.009695
"6-30",-0.064887
"6-30",-0.073088
"6-30",-0.054622
"6-30",-0.049183
"6-30",0.032999
"6-30",0.03956
"6-30",0.069059
"6-30",0.077596
"6-30",0.073796
"6-30",0.042033
"6-30",0.021725
"6-30",0.017355
"6-30",0.051344
"6-30",0.062498
"6-30",0.088617
"6-30",0.109232
"6-30",0.091043
"6-30",0.079793
"6-30",0.02409
"6-30",-0.03414
"6-30",-0.048319
"6-30",-0.028629
"6-30",0.02717
"6-30",0.033557
"6-30",0.08304
"6-30",0.064653
"6-30",-0.023946
"6-30",-0.023442
"6-30",-0.0041
"6-30",0.009911
"6-30",0.08127
"6-30",0.085064
"6-30",0.088984
"6-30",0.074936
"6-30",0.060547
"6-30",0.061922
"6-30",0.051032
"6-30",0.042069
"6-30",0.048895
"6-30",0.054484
"6-30",0.071413
"6-30",0.072619
"6-30",0.052713
"6-30",0.03597
"6-30",0.033233
"6-30",0.053553
"6-30",0.039194
"6-30",0.082962
"6-30",0.127187
"6-30",0.116075
"6-30",0.114575
"6-30",0.076785
"6-30",0.012444
"6-30",-0.027452
"6-30",-0.01242
"6-30",0.042916
"6-30",0.05781
"6-30",0.081492
"6-30",0.106368
"6-30",0.075777
"6-30",0.082074
"6-30",0.060349
"6-30",0.053229
"6-30",0.037693
"6-30",0.031612
"6-30",0.069215
"6-30",0.124192
"6-30",0.103607
"6-30",0.139043
"6-30",0.096169
"6-30",0.059394
"6-30",0.041811
"6-30",0.034157
"6-30",0.035016
"6-30",0.035502
"6-30",0.059316
"6-30",0.064959
"6-30",0.060625
"6-30",0.076407
"6-30",0.005517
"6-30",-0.036697
"6-30",-0.005091
"6-30",0.024835
"6-30",0.060955
"6-30",0.009833
"6-30",0.031768
"6-30",0.02271
"6-30",0.011682
"6-30",0.029559
"6-30",0.018669
"6-30",0.026906
"6-30",0.01954
"6-30",0.020374
"6-30",0.011286
"6-30",0.046332
"6-30",0.020831
"6-30",0.016869
"6-30",0.012786
"6-30",0.027872
"6-30",0.020771
"6-30",0.01577
"6-30",0.072025
"6-30",0.054466
"6-30",0.033629
"6-30",0.025915
"6-30",-0.015278
"6-30",-0.094795
"6-30",-0.048355
"6-30",-0.007726
"6-30",0.02735
"6-30",0.020068
"6-30",0.01266
"6-30",0.00494
"6-30",-0.042124
"6-30",-0.026155
"6-30",-0.007864
"6-30",0.034235
"6-30",0.051867
"6-30",0.073261
"6-30",0.109574
"6-30",0.03082
"6-30",0.007756
"6-30",-0.009719
"6-30",-0.045683
"6-30",-0.053163
"6-30",-0.045503
"6-30",-0.024715
"6-30",-0.023694
"6-30",-0.043787
"6-30",-0.054022
"6-30",-0.075597
"6-30",-0.094068
"6-30",-0.073652
"6-30",-0.137933
"6-30",-0.096896
"6-30",-0.021089
"6-30",0.011862
"6-30",0.050462
"6-30",0.005451
"6-30",3.59E-05
"6-30",-0.010241
"6-30",-0.008867
"6-30",-0.000895
"6-30",0.011886
"6-30",0.018651
"6-30",0.001207
"6-30",0.013519
"6-30",0.000972
"6-30",0.00401
"6-30",0.000282
"6-30",-0.022626
"6-30",-0.02382
"6-30",0.001501
"6-30",0.014846
"6-30",0.038936
"6-30",0.041415
"6-30",0.004454
"6-30",-0.008452
"6-30",-0.017601
"6-30",-0.0462
"6-30",-0.071881
"6-30",-0.024685
"6-30",0.023388
"6-30",0.004796
"6-30",-0.017679
"6-30",-0.017439
"6-30",-0.054514
"6-30",-0.064257
"6-30",-0.039158
"6-30",-0.022632
"6-30",-0.007372
"6-30",-0.005643
"6-30",0.051656
"6-30",0.043822
"6-30",-0.013687
"6-30",-0.011502
"6-30",-0.014425
"6-30",-0.025627
"6-30",-0.008356
"6-30",0.00787
"6-30",0.038089
"6-30",0.005475
"6-30",-0.028479
"6-30",-0.016226
"6-30",-0.038126
"6-30",-0.040461
"6-30",-0.068195
"6-30",-0.100804
"6-30",-0.070278
"6-30",-0.035814
"6-30",-0.011106
"6-30",-0.032873
"6-30",-0.073046
"6-30",-0.061207
"6-30",-0.066532
"6-30",-0.061225
"6-30",-0.049471
"6-30",-0.025597
"6-30",-0.030928
"6-30",-0.024679
"6-30",-0.063315
"6-30",-0.054922
"6-30",-0.03917
"6-30",-0.020351
"6-30",-0.037381
"6-30",-0.051428
"6-30",-0.081276
"6-30",-0.078778
"6-30",-0.076575
"6-30",-0.029085
"6-30",-0.021395
"6-30",0.006321
"6-30",-0.014377
"6-30",-0.108296
"6-30",-0.09725
"6-30",-0.067787
"6-30",-0.050222
"6-30",-0.03896
"6-30",-0.056387
"6-30",-0.033701
"6-30",-0.045137
"6-30",-0.022001
"6-30",0.004364
"6-30",0.008945
"6-30",-0.005541
"6-30",0.01251
"6-30",0.010469
"6-30",-0.004797
"6-30",-0.015236
"6-30",0.002425
"6-30",0.014455
"6-30",-0.027962
"6-30",-0.069858
"6-30",-0.083857
"6-30",-0.068063
"6-30",-0.08112
"6-30",-0.078514
"6-30",-0.056069
"6-30",-0.075183
"6-30",-0.089428
"6-30",-0.114419
"6-30",-0.131017
"6-30",-0.106273
"6-30",-0.030154
"6-30",0.006765
"6-30",-0.014011
"6-30",-0.012204
"6-30",-0.010349
"6-30",-0.008945
"6-30",-0.021953
"6-30",-0.042592
"6-30",-0.019378
"6-30",-0.028947
"6-30",-0.008368
"6-30",0.015074
"6-30",0.008566
"6-30",-0.004731
"6-30",0.002833
"6-30",-0.035742
"6-30",-0.059701
"6-30",-0.026666
"6-30",0.019576
"6-30",0.021275
"6-30",0.025177
"6-30",0.032735
"6-30",0.025237
"6-30",-0.009473
"6-30",-0.047737
"6-30",-0.030214
"6-30",-0.025231
"6-30",-0.021035
"6-30",-0.033065
"6-30",-0.017547
"6-30",0.014185
"6-30",0.007912
"6-30",0.013195
"6-30",0.001315
"6-30",-0.043925
"6-30",-0.034602
"6-30",-0.006627
"6-30",0.014203
"6-30",0.030616
"6-30",0.03187
"6-30",0.057287
"6-30",0.03205
"6-30",0.010781
"6-30",-0.01529
"6-30",-0.014894
"6-30",-0.025231
"6-30",-0.044207
"6-30",-0.026234
"6-30",0.003296
"6-30",-0.017109
"6-30",-0.057011
"6-30",-0.028473
"6-30",-0.038408
"6-30",0.019258
"6-30",0.00371
"6-30",0.006423
"6-30",0.001987
"6-30",-0.006657
"6-30",0.015554
"6-30",0.011094
"6-30",0.011682
"6-30",0.022559
"6-30",0.02059
"6-30",0.021971
"6-30",0.010643
"6-30",-0.018898
"6-30",-0.017163
"6-30",0.007204
"6-30",0.023418
"6-30",0.006315
"6-30",-0.024805
"6-30",0.01131
"6-30",0.015458
"6-30",0.008584
"6-30",0.021839
"6-30",0.02439
"6-30",0.000624
"6-30",-0.044591
"6-30",-0.016076
"6-30",0.001795
"6-30",-0.031522
"6-30",0.012168
"6-30",-0.002834
"6-30",0.017241
"6-30",0.031588
"6-30",0.074864
"6-30",0.065776
"6-30",0.061159
"6-30",0.026972
"6-30",0.029445
"6-30",0.030388
"6-30",0.043738
"6-30",0.085244
"6-30",0.097358
"6-30",0.123609
"6-30",0.081126
"6-30",0.014377
"6-30",-0.021083
"6-30",-0.030604
"6-30",-0.008741
"6-30",-0.004592
"6-30",0.053019
"6-30",0.047226
"6-30",-0.016172
"6-30",0.003134
"6-30",0.010157
"6-30",0.008908
"6-30",0.060835
"6-30",0.064785
"6-30",0.071322
"6-30",0.069888
"6-30",0.069173
"6-30",0.086894
"6-30",0.077386
"6-30",0.055102
"6-30",0.0626
"6-30",0.055811
"6-30",0.054694
"6-30",0.060553
"6-30",0.052527
"6-30",0.037561
"6-30",0.053199
"6-30",0.079931
"6-30",0.053295
"6-30",0.065055
"6-30",0.096968
"6-30",0.076125
"6-30",0.09318
"6-30",0.086774
"6-30",0.045809
"6-30",0.007534
"6-30",-0.004875
"6-30",0.03112
"6-30",0.040052
"6-30",0.06978
"6-30",0.104465
"6-30",0.071785
"6-30",0.092129
"6-30",0.080747
"6-30",0.06646
"6-30",0.07086
"6-30",0.057569
"6-30",0.070632
"6-30",0.104069
"6-30",0.078352
"6-30",0.11236
"6-30",0.083389
"6-30",0.080675
"6-30",0.071695
"6-30",0.053391
"6-30",0.032242
"6-30",0.023622
"6-30",0.021251
"6-30",0.034037
"6-30",0.032489
"6-30",0.059448
"6-30",0.026113
"6-30",-0.032861
"6-30",-0.012102
"6-30",0.016106
"6-30",0.063687
"6-30",0.003932
"6-30",0.035928
"6-30",0.036271
"6-30",0.009449
"6-30",0.024108
"6-30",0.027356
"6-30",0.041763
"6-30",0.027128
"6-30",0.029457
"6-30",0.030033
"6-30",0.035508
"6-30",0.025699
"6-30",0.01574
"6-30",0.015608
"6-30",0.030351
"6-30",0.038348
"6-30",0.01089
"6-30",0.060253
"6-30",0.04725
"6-30",0.033377
"6-30",0.03136
"6-30",0.015506
"6-30",-0.063927
"6-30",-0.077116
"6-30",-0.065464
"6-30",0.003206
"6-30",-0.006351
"6-30",0.016598
"6-30",0.022349
"6-30",-0.008506
"6-30",-0.00724
"6-30",-0.000168
"6-30",0.011766
"6-30",0.0237
"6-30",0.040383
"6-30",0.094122
"6-30",0.044189
"6-30",0.047628
"6-30",0.043714
"6-30",-0.011556
"6-30",-0.049309
"6-30",-0.056825
"6-30",-0.063369
"6-30",-0.062594
"6-30",-0.05069
"6-30",-0.022139
"6-30",-0.034698
"6-30",-0.047749
"6-30",-0.050822
"6-30",-0.140916
"6-30",-0.145233
"6-30",-0.069246
"6-30",-0.003716
"6-30",0.053511
"6-30",0.031612
"6-30",0.022547
"6-30",-0.009461
"6-30",-0.028106
"6-30",-0.027866
"6-30",-0.017553
"6-30",0.010679
"6-30",-0.002185
"6-30",0.017655
"6-30",0.003596
"6-30",-0.002095
"6-30",-0.011538
"6-30",-0.030862
"6-30",-0.037339
"6-30",-0.001393
"6-30",0.01257
"6-30",0.046434
"6-30",0.052155
"6-30",0.01978
"6-30",0.009791
"6-30",0.000534
"6-30",-0.0427
"6-30",-0.065386
"6-30",-0.02627
"6-30",0.013957
"6-30",0.01568
"6-30",-0.009779
"6-30",0.007462
"6-30",-0.021311
"6-30",-0.043306
"6-30",-0.048109
"6-30",-0.044471
"6-30",-0.042256
"6-30",-0.032303
"6-30",0.04668
"6-30",0.066376
"6-30",0.022571
"6-30",0.016731
"6-30",-0.016707
"6-30",-0.045599
"6-30",-0.036007
"6-30",-0.007072
"6-30",0.033317
"6-30",0.022055
"6-30",-0.014858
"6-30",-0.015518
"6-30",-0.048673
"6-30",-0.043799
"6-30",-0.068495
"6-30",-0.107305
"6-30",-0.067511
"6-30",-0.045341
"6-30",-0.027206
"6-30",-0.055643
"6-30",-0.095665
"6-30",-0.057564
"6-30",-0.059004
"6-30",-0.043036
"6-30",-0.045665
"6-30",-0.025693
"6-30",-0.034452
"6-30",-0.024511
"6-30",-0.051933
"6-30",-0.0342
"6-30",-0.024066
"6-30",-0.01574
"6-30",-0.040695
"6-30",-0.052965
"6-30",-0.072097
"6-30",-0.076305
"6-30",-0.054172
"6-30",-0.016893
"6-30",-0.025903
"6-30",-0.003362
"6-30",-0.028443
"6-30",-0.122961
"6-30",-0.108422
"6-30",-0.068585
"6-30",-0.052569
"6-30",-0.036769
"6-30",-0.044591
"6-30",-0.036277
"6-30",-0.040617
"6-30",-0.032561
"6-30",-0.008789
"6-30",-0.002353
"6-30",-0.005289
"6-30",0.000798
"6-30",0.003356
"6-30",-0.020639
"6-30",-0.029841
"6-30",-0.002629
"6-30",0.007696
"6-30",-0.025687
"6-30",-0.060013
"6-30",-0.080483
"6-30",-0.071329
"6-30",-0.094422
"6-30",-0.087291
"6-30",-0.061556
"6-30",-0.066124
"6-30",-0.063927
"6-30",-0.093108
"6-30",-0.116136
"6-30",-0.094212
"6-30",-0.023316
"6-30",0.014858
"6-30",-0.019012
"6-30",-0.013033
"6-30",-0.007636
"6-30",0.000642
"6-30",-0.006754
"6-30",-0.012462
"6-30",-0.006651
"6-30",-0.022638
"6-30",-0.031318
"6-30",-0.010421
"6-30",-0.027278
"6-30",-0.014401
"6-30",0.00467
"6-30",-0.018129
"6-30",-0.040707
"6-30",-0.030033
"6-30",0.00033
"6-30",0.011652
"6-30",0.014533
"6-30",0.036859
"6-30",0.032555
"6-30",-0.000618
"6-30",-0.05865
"6-30",-0.042136
"6-30",-0.02259
"6-30",-0.020555
"6-30",-0.025921
"6-30",-0.002749
"6-30",0.014936
"6-30",0.018003
"6-30",0.011682
"6-30",0.00311
"6-30",-0.038876
"6-30",-0.037621
"6-30",-0.004484
"6-30",0.013765
"6-30",0.027152
"6-30",0.04264
"6-30",0.070962
"6-30",0.030039
"6-30",0.002935
"6-30",-0.023814
"6-30",-0.018532
"6-30",-0.01616
"6-30",-0.040557
"6-30",-0.02313
"6-30",0.001939
"6-30",-0.01999
"6-30",-0.060823
"6-30",-0.047256
"6-30",-0.048301
"6-30",-0.007462
"6-30",-0.008548
"6-30",-0.006585
"6-30",-0.00757
"6-30",-0.011376
"6-30",0.012853
"6-30",0.00362
"6-30",-0.001219
"6-30",0.017049
"6-30",0.017283
"6-30",0.029031
"6-30",0.018315
"6-30",-0.004755
"6-30",-0.010109
"6-30",0.014773
"6-30",0.014275
"6-30",0.009173
"6-30",-0.015824
"6-30",0.019732
"6-30",0.029325
"6-30",0.013081
"6-30",0.029739
"6-30",0.012468
"6-30",-0.010079
"6-30",-0.063122
"6-30",-0.042886
"6-30",-0.004454
"6-30",-0.013477
"6-30",0.018904
"6-30",0.011274
"6-30",0.023376
"6-30",0.017241
"6-30",0.047214
"6-30",0.056087
"6-30",0.043816
"6-30",0.028977
"6-30",0.045083
"6-30",0.038654
"6-30",0.052227
"6-30",0.07493
"6-30",0.080909
"6-30",0.096007
"6-30",0.053667
"6-30",0.013711
"6-30",-0.019474
"6-30",-0.006285
"6-30",0.009977
"6-30",0.007426
"6-30",0.047028
"6-30",0.035202
"6-30",-0.009683
"6-30",-0.009761
"6-30",0.018585
"6-30",0.018874
"6-30",0.072067
"6-30",0.074018
"6-30",0.062672
"6-30",0.049952
"6-30",0.051885
"6-30",0.085922
"6-30",0.078124
"6-30",0.065776
"6-30",0.071268
"6-30",0.059382
"6-30",0.040653
"6-30",0.049946
"6-30",0.042502
"6-30",0.031798
"6-30",0.055871
"6-30",0.091547
"6-30",0.080987
"6-30",0.086654
"6-30",0.109382
"6-30",0.08118
"6-30",0.076575
"6-30",0.066388
"6-30",0.034344
"6-30",0.006591
"6-30",-0.002761
"6-30",0.037405
"6-30",0.070212
"6-30",0.076155
"6-30",0.106507
"6-30",0.06556
"6-30",0.076953
"6-30",0.062294
"6-30",0.069293
"6-30",0.080903
"6-30",0.070518
"6-30",0.098276
"6-30",0.123729
"6-30",0.082272
"6-30",0.103817
"6-30",0.07502
"6-30",0.066532
"6-30",0.077163
"6-30",0.063092
"6-30",0.041217
"6-30",0.032038
"6-30",0.026089
"6-30",0.013963
"6-30",0.017991
"6-30",0.052227
"6-30",0.025753
"6-30",-0.017973
"6-30",-0.01146
"6-30",0.014449
"6-30",0.039506
"6-30",-0.001747
"6-30",0.025297
"6-30",0.030754
"6-30",0.013177
"6-30",0.029241
"6-30",0.040509
"6-30",0.046818
"6-30",0.041313
"6-30",0.04285
"6-30",0.03531
"6-30",0.041523
"6-30",0.033683
"6-30",0.017745
"6-30",0.017259
"6-30",0.048439
"6-30",0.042586
"6-30",0.008404
"6-30",0.059262
"6-30",0.039938
"6-30",0.024913
"6-30",0.029223
"6-30",0.018579
"6-30",-0.065254
"6-30",-0.075195
"6-30",-0.057239
"6-30",-0.009971
"6-30",-0.007354
"6-30",0.002863
"6-30",0.014749
"6-30",-0.017871
"6-30",-0.017709
"6-30",-0.009299
"6-30",0.017727
"6-30",0.035508
"6-30",0.043774
"6-30",0.086654
"6-30",0.037435
"6-30",0.040911
"6-30",0.032867
"6-30",-0.004658
"6-30",-0.025219
"6-30",-0.024685
"6-30",-0.040851
"6-30",-0.045167
"6-30",-0.05033
"6-30",-0.027944
"6-30",-0.05009
"6-30",-0.042856
"6-30",-0.037807
"6-30",-0.111087
"6-30",-0.126239
"6-30",-0.063741
"6-30",-0.006111
"6-30",0.049567
"6-30",0.01933
"6-30",0.014581
"6-30",-0.009275
"6-30",-0.022007
"6-30",-0.015062
"6-30",-0.017325
"6-30",0.001693
"6-30",-0.025123
"6-30",-0.012192
"6-30",-0.012384
"6-30",-0.007744
"6-30",0.002407
"6-30",-0.01113
"6-30",-0.023514
"6-30",-0.010908
"6-30",-0.021263
"6-30",0.001531
"6-30",0.024048
"6-30",0.020626
"6-30",0.03896
"6-30",0.04614
"6-30",0.010986
"6-30",-0.048907
"6-30",-0.045605
"6-30",-0.01999
"6-30",0.005877
"6-30",-0.009113
"6-30",0.023628
"6-30",-0.001723
"6-30",-0.023094
"6-30",-0.028365
"6-30",-0.033155
"6-30",-0.036229
"6-30",-0.038006
"6-30",0.028376
"6-30",0.04764
"6-30",0.011622
"6-30",0.020795
"6-30",-0.003086
"6-30",-0.036565
"6-30",-0.036127
"6-30",-0.026005
"6-30",0.006963
"6-30",0.006525
"6-30",-0.015608
"6-30",-0.014852
"6-30",-0.037345
"6-30",-0.044081
"6-30",-0.077782
"6-30",-0.111117
"6-30",-0.083749
"6-30",-0.044723
"6-30",-0.007708
"6-30",-0.039524
"6-30",-0.07831
"6-30",-0.053121
"6-30",-0.06206
"6-30",-0.052743
"6-30",-0.046212
"6-30",-0.008903
"6-30",-0.025591
"6-30",-0.010211
"6-30",-0.022806
"6-30",-0.014828
"6-30",-0.008753
"6-30",-0.010403
"6-30",-0.044057
"6-30",-0.068489
"6-30",-0.075195
"6-30",-0.078364
"6-30",-0.05353
"6-30",-0.027542
"6-30",-0.029343
"6-30",-0.019036
"6-30",-0.026948
"6-30",-0.118339
"6-30",-0.133515
"6-30",-0.094669
"6-30",-0.075759
"6-30",-0.05485
"6-30",-0.046446
"6-30",-0.031588
"6-30",-0.025939
"6-30",-0.020122
"6-30",-0.017055
"6-30",-0.012553
"6-30",-0.013261
"6-30",0.000444
"6-30",0.006183
"6-30",-0.015404
"6-30",-0.015578
"6-30",0.003296
"6-30",0.008218
"6-30",-0.027122
"6-30",-0.051344
"6-30",-0.08118
"6-30",-0.08247
"6-30",-0.108482
"6-30",-0.093888
"6-30",-0.066406
"6-30",-0.059274
"6-30",-0.043612
"6-30",-0.08612
"6-30",-0.11212
"6-30",-0.098565
"6-30",-0.033473
"6-30",0.005373
"6-30",-0.010265
"6-30",-0.002293
"6-30",0.007606
"6-30",-0.003182
"6-30",-0.023502
"6-30",-0.043408
"6-30",-0.030009
"6-30",-0.037321
"6-30",-0.041848
"6-30",-0.012595
"6-30",-0.024241
"6-30",-0.019192
"6-30",-0.004574
"6-30",-0.028695
"6-30",-0.056393
"6-30",-0.055901
"6-30",-0.019072
"6-30",0.002131
"6-30",0.011214
"6-30",0.060241
"6-30",0.057623
"6-30",0.015992
"6-30",-0.05754
"6-30",-0.056903
