Time,X
"6-30",-0.000871
"6-30",0.016568
"6-30",0.028328
"6-30",0.050888
"6-30",0.055546
"6-30",0.041451
"6-30",0.033707
"6-30",0.020578
"6-30",0.025519
"6-30",0.031174
"6-30",0.071575
"6-30",0.092003
"6-30",0.031618
"6-30",0.020152
"6-30",0.001873
"6-30",-0.047761
"6-30",-0.067072
"6-30",-0.040953
"6-30",-0.015638
"6-30",-0.000252
"6-30",-0.041818
"6-30",-0.034134
"6-30",-0.028743
"6-30",-0.012276
"6-30",-0.019258
"6-30",-0.056759
"6-30",-0.053427
"6-30",-0.029049
"6-30",0.026804
"6-30",0.041883
"6-30",0.007192
"6-30",0.0082
"6-30",-0.016881
"6-30",-0.021173
"6-30",-0.020687
"6-30",0.002119
"6-30",0.014155
"6-30",0.000324
"6-30",0.025873
"6-30",0.012859
"6-30",-0.003974
"6-30",-0.002017
"6-30",-0.009017
"6-30",-0.012462
"6-30",0.014017
"6-30",0.028545
"6-30",0.041187
"6-30",-0.007252
"6-30",-0.028371
"6-30",-0.015086
"6-30",-0.027608
"6-30",-0.02636
"6-30",-0.009947
"6-30",0.014852
"6-30",0.046704
"6-30",0.041595
"6-30",0.01538
"6-30",0.004952
"6-30",-0.056777
"6-30",-0.051152
"6-30",-0.023262
"6-30",0.002131
"6-30",0.032098
"6-30",0.030994
"6-30",0.057617
"6-30",0.003716
"6-30",-0.043462
"6-30",-0.032543
"6-30",-0.047262
"6-30",-0.054106
"6-30",-0.041001
"6-30",-0.018045
"6-30",0.003482
"6-30",-0.056345
"6-30",-0.081696
"6-30",-0.047869
"6-30",-0.026131
"6-30",-0.027188
"6-30",-0.024991
"6-30",-0.028719
"6-30",-0.015884
"6-30",-0.016887
"6-30",0.016749
"6-30",-0.019108
"6-30",-0.044447
"6-30",-0.023178
"6-30",-0.032267
"6-30",-0.036271
"6-30",-0.036517
"6-30",-0.01472
"6-30",-0.020549
"6-30",-0.024277
"6-30",-0.040653
"6-30",-0.054958
"6-30",-0.048337
"6-30",-0.050504
"6-30",-0.067649
"6-30",-0.093294
"6-30",-0.071773
"6-30",-0.086138
"6-30",-0.111009
"6-30",-0.113332
"6-30",-0.087957
"6-30",-0.032039
"6-30",-0.057972
"6-30",-0.075849
"6-30",-0.071641
"6-30",-0.078905
"6-30",-0.052431
"6-30",-0.024895
"6-30",-0.031882
"6-30",-0.024331
"6-30",-0.030358
"6-30",-0.005265
"6-30",-0.016406
"6-30",-0.010007
"6-30",-0.005187
"6-30",0.015494
"6-30",-0.011802
"6-30",-0.033479
"6-30",-0.04303
"6-30",-0.013561
"6-30",-0.060583
"6-30",-0.082716
"6-30",-0.060643
"6-30",-0.064347
"6-30",-0.072229
"6-30",-0.13726
"6-30",-0.105648
"6-30",-0.060289
"6-30",-0.067931
"6-30",-0.049303
"6-30",-0.072637
"6-30",-0.099813
"6-30",-0.078136
"6-30",-0.018544
"6-30",-0.010962
"6-30",-0.031618
"6-30",-0.040053
"6-30",-0.0228
"6-30",-0.022109
"6-30",-0.029037
"6-30",-0.017205
"6-30",-0.016731
"6-30",-0.025777
"6-30",-0.012336
"6-30",-0.016539
"6-30",-0.0348
"6-30",-0.016106
"6-30",-0.004142
"6-30",-0.018904
"6-30",-0.017451
"6-30",-0.006459
"6-30",-0.001627
"6-30",-0.037075
"6-30",-0.025837
"6-30",0.010535
"6-30",0.015956
"6-30",0.014071
"6-30",-0.001069
"6-30",0.006381
"6-30",-0.016316
"6-30",0.010835
"6-30",-0.00829
"6-30",-0.01969
"6-30",-0.005643
"6-30",-0.005967
"6-30",-0.00359
"6-30",0.009611
"6-30",-0.019462
"6-30",0.006849
"6-30",0.00419
"6-30",-0.004965
"6-30",0.00054
"6-30",0.003338
"6-30",0.033329
"6-30",0.013945
"6-30",-0.006207
"6-30",-0.024102
"6-30",-0.038876
"6-30",-0.091439
"6-30",-0.118231
"6-30",-0.044717
"6-30",-0.002635
"6-30",-0.002401
"6-30",-0.009911
"6-30",-0.033581
"6-30",-0.04731
"6-30",-0.027632
"6-30",-0.028395
"6-30",-8.41E-05
"6-30",-0.003254
"6-30",0.023304
"6-30",0.022998
"6-30",0.015746
"6-30",-0.016935
"6-30",-0.018574
"6-30",-0.012649
"6-30",-0.006351
"6-30",-0.004184
"6-30",-0.019288
"6-30",-0.029523
"6-30",-0.016142
"6-30",-0.023022
"6-30",-0.041127
"6-30",-0.071155
"6-30",-0.028022
"6-30",-0.087477
"6-30",-0.071971
"6-30",0.00482
"6-30",0.026113
"6-30",0.018009
"6-30",0.003302
"6-30",-0.030039
"6-30",-0.043492
"6-30",-0.013627
"6-30",0.024799
"6-30",0.045731
"6-30",0.066748
"6-30",0.06631
"6-30",0.065698
"6-30",0.036096
"6-30",-0.007978
"6-30",-0.020861
"6-30",0.014816
"6-30",-0.004797
"6-30",0.041343
"6-30",0.041229
"6-30",0.063645
"6-30",0.034085
"6-30",-0.023634
"6-30",-0.032519
"6-30",-0.053746
"6-30",-0.027476
"6-30",-0.03115
"6-30",0.03429
"6-30",0.080453
"6-30",0.05416
"6-30",-0.005091
"6-30",-0.006633
"6-30",-0.049994
"6-30",0.002815
"6-30",0.070206
"6-30",0.079913
"6-30",0.08959
"6-30",0.064467
"6-30",0.075855
"6-30",0.056135
"6-30",0.051951
"6-30",0.045905
"6-30",0.045779
"6-30",0.076815
"6-30",0.075044
"6-30",0.080087
"6-30",0.059803
"6-30",0.064755
"6-30",0.0579
"6-30",0.069738
"6-30",0.060247
"6-30",0.081558
"6-30",0.056657
"6-30",0.044471
"6-30",0.072829
"6-30",0.064989
"6-30",0.03959
"6-30",0.044699
"6-30",0.028352
"6-30",0.048313
"6-30",0.05883
"6-30",0.097772
"6-30",0.111831
"6-30",0.080807
"6-30",0.076305
"6-30",0.063831
"6-30",0.067451
"6-30",0.065037
"6-30",0.057689
"6-30",0.09743
"6-30",0.098144
"6-30",0.08693
"6-30",0.110228
"6-30",0.073772
"6-30",0.063861
"6-30",0.035082
"6-30",0.021191
"6-30",0.027836
"6-30",0.005937
"6-30",0.00793
"6-30",0.019222
"6-30",0.056141
"6-30",0.087459
"6-30",0.062732
"6-30",0.04692
"6-30",0.033911
"6-30",0.034788
"6-30",0.072193
"6-30",0.029493
"6-30",0.075495
"6-30",0.070134
"6-30",0.053067
"6-30",0.044729
"6-30",0.044405
"6-30",0.021029
"6-30",0.02804
"6-30",0.03052
"6-30",0.033581
"6-30",0.038978
"6-30",0.013951
"6-30",0.010529
"6-30",-0.009527
"6-30",0.018189
"6-30",0.025957
"6-30",0.010619
"6-30",0.03495
"6-30",-0.052371
"6-30",-0.020423
"6-30",0.013711
"6-30",0.016148
"6-30",0.005199
"6-30",0.009305
"6-30",-0.001051
"6-30",0.012847
"6-30",0.043174
"6-30",0.05156
"6-30",0.053475
"6-30",0.040239
"6-30",0.036427
"6-30",0.017217
"6-30",0.042622
"6-30",0.040239
"6-30",0.066538
"6-30",0.09013
"6-30",0.022584
"6-30",0.0117
"6-30",-0.009941
"6-30",-0.04985
"6-30",-0.062906
"6-30",-0.041775
"6-30",-0.001195
"6-30",-0.002275
"6-30",-0.040713
"6-30",-0.046086
"6-30",-0.058986
"6-30",-0.020981
"6-30",-0.033383
"6-30",-0.051861
"6-30",-0.042718
"6-30",-0.015278
"6-30",0.04321
"6-30",0.049201
"6-30",-0.001543
"6-30",0.001729
"6-30",-0.027536
"6-30",-0.021023
"6-30",-0.004244
"6-30",0.029697
"6-30",0.040893
"6-30",0.012883
"6-30",0.025087
"6-30",0.004076
"6-30",-0.025471
"6-30",-0.015524
"6-30",-0.010584
"6-30",-0.006784
"6-30",0.021221
"6-30",0.032068
"6-30",0.034482
"6-30",-0.015314
"6-30",-0.039086
"6-30",-0.008548
"6-30",-0.010439
"6-30",-0.016406
"6-30",-0.017535
"6-30",-0.006063
"6-30",0.013627
"6-30",0.015908
"6-30",0.016706
"6-30",0.031978
"6-30",-0.016244
"6-30",-0.029487
"6-30",-0.032561
"6-30",-0.031126
"6-30",-0.005331
"6-30",0.014972
"6-30",0.065031
"6-30",0.023772
"6-30",-0.012547
"6-30",-0.011796
"6-30",-0.052779
"6-30",-0.074564
"6-30",-0.04985
"6-30",-0.021329
"6-30",0.015116
"6-30",-0.037597
"6-30",-0.065848
"6-30",-0.043162
"6-30",-0.040923
"6-30",-0.048559
"6-30",-0.047683
"6-30",-0.032159
"6-30",-0.01152
"6-30",-0.00359
"6-30",0.028376
"6-30",-0.007
"6-30",-0.037946
"6-30",-0.033545
"6-30",-0.042934
"6-30",-0.052281
"6-30",-0.037243
"6-30",-0.00694
"6-30",-0.013243
"6-30",-0.017919
"6-30",-0.039002
"6-30",-0.055066
"6-30",-0.062978
"6-30",-0.060037
"6-30",-0.060541
"6-30",-0.068189
"6-30",-0.050192
"6-30",-0.060751
"6-30",-0.096806
"6-30",-0.127686
"6-30",-0.097292
"6-30",-0.036043
"6-30",-0.05778
"6-30",-0.064431
"6-30",-0.056723
"6-30",-0.068861
"6-30",-0.051356
"6-30",-0.019906
"6-30",-0.019066
"6-30",-0.014864
"6-30",-0.026774
"6-30",-0.010626
"6-30",-0.034386
"6-30",-0.029433
"6-30",-0.015848
"6-30",0.03178
"6-30",0.009881
"6-30",-0.020747
"6-30",-0.039686
"6-30",-0.025627
"6-30",-0.081408
"6-30",-0.100059
"6-30",-0.062594
"6-30",-0.06562
"6-30",-0.065872
"6-30",-0.138737
"6-30",-0.095047
"6-30",-0.064359
"6-30",-0.065446
"6-30",-0.047677
"6-30",-0.071857
"6-30",-0.102521
"6-30",-0.080591
"6-30",-0.021827
"6-30",-0.005751
"6-30",-0.021035
"6-30",-0.018946
"6-30",-0.001651
"6-30",-0.013483
"6-30",-0.016485
"6-30",-0.028329
"6-30",-0.016965
"6-30",-0.033803
"6-30",-0.018736
"6-30",-0.004857
"6-30",-0.012799
"6-30",-0.009533
"6-30",-0.008608
"6-30",-0.028953
"6-30",-0.043787
"6-30",-0.033305
"6-30",-0.009329
"6-30",-0.028767
"6-30",-0.032513
"6-30",0.017937
"6-30",0.011424
"6-30",0.004046
"6-30",-0.024793
"6-30",-0.014612
"6-30",-0.023526
"6-30",0.001363
"6-30",-0.005583
"6-30",0.00371
"6-30",-0.00027
"6-30",-0.005169
"6-30",0.004136
"6-30",-0.015446
"6-30",-0.044801
"6-30",-0.00682
"6-30",0.002155
"6-30",-0.001813
"6-30",0.027866
"6-30",0.022403
"6-30",0.034854
"6-30",-0.002131
"6-30",-0.032237
"6-30",-0.033521
"6-30",-0.01951
"6-30",-0.050366
"6-30",-0.090959
"6-30",-0.022085
"6-30",-0.012138
"6-30",-0.024156
"6-30",-0.036547
"6-30",-0.044099
"6-30",-0.037705
"6-30",-0.001699
"6-30",-0.012865
"6-30",-0.006639
"6-30",-0.014353
"6-30",0.000984
"6-30",0.006333
"6-30",0.008812
"6-30",-0.018309
"6-30",-0.01104
"6-30",-0.010121
"6-30",-0.012222
"6-30",-0.011208
"6-30",-0.02708
"6-30",-0.049507
"6-30",-0.030057
"6-30",-0.038678
"6-30",-0.039867
"6-30",-0.048217
"6-30",-0.004634
"6-30",-0.059389
"6-30",-0.07795
"6-30",-0.033905
"6-30",0.002485
"6-30",-0.004743
"6-30",0.012967
"6-30",-0.00835
"6-30",0.000168
"6-30",-0.002251
"6-30",0.026263
"6-30",0.028941
"6-30",0.045665
"6-30",0.040725
"6-30",0.065974
"6-30",0.063284
"6-30",0.030309
"6-30",0.023808
"6-30",0.035916
"6-30",0.009227
"6-30",-0.000276
"6-30",0.010031
"6-30",0.02352
"6-30",0.02406
"6-30",-0.003518
"6-30",-0.011256
"6-30",-0.034272
"6-30",-0.031048
"6-30",-0.074642
"6-30",-0.041211
"6-30",0.05042
"6-30",0.046506
"6-30",0.02301
"6-30",0.023214
"6-30",-0.034506
"6-30",-0.002701
"6-30",0.056555
"6-30",0.040857
"6-30",0.073129
"6-30",0.051608
"6-30",0.078796
"6-30",0.072763
"6-30",0.073406
"6-30",0.055618
"6-30",0.054568
"6-30",0.076941
"6-30",0.056891
"6-30",0.06676
"6-30",0.057732
"6-30",0.06963
"6-30",0.076665
"6-30",0.095323
"6-30",0.072181
"6-30",0.087303
"6-30",0.050852
"6-30",0.035802
"6-30",0.068969
"6-30",0.070494
"6-30",0.05542
"6-30",0.056717
"6-30",0.045701
"6-30",0.048607
"6-30",0.051662
"6-30",0.092609
"6-30",0.098132
"6-30",0.071178
"6-30",0.061592
"6-30",0.063945
"6-30",0.065914
"6-30",0.076293
"6-30",0.063206
"6-30",0.091487
"6-30",0.089908
"6-30",0.069083
"6-30",0.099477
"6-30",0.070344
"6-30",0.074948
"6-30",0.049885
"6-30",0.020933
"6-30",0.02801
"6-30",0.002539
"6-30",0.010643
"6-30",0.005955
"6-30",0.036036
"6-30",0.0708
"6-30",0.052077
"6-30",0.050426
"6-30",0.03076
"6-30",0.043852
"6-30",0.069978
"6-30",0.028256
"6-30",0.057786
"6-30",0.055985
"6-30",0.0515
"6-30",0.046356
"6-30",0.059316
"6-30",0.037009
"6-30",0.036871
"6-30",0.0304
"6-30",0.046932
"6-30",0.036715
"6-30",0.01987
"6-30",0.021521
"6-30",-0.000786
"6-30",0.025387
"6-30",0.021911
"6-30",0.015272
"6-30",0.022091
"6-30",-0.047791
"6-30",-0.027824
"6-30",0.014695
"6-30",0.025177
"6-30",0.002431
"6-30",0.011832
"6-30",-0.012132
"6-30",0.00841
"6-30",0.029835
"6-30",0.053139
"6-30",0.049399
"6-30",0.051062
"6-30",0.045713
"6-30",0.033809
"6-30",0.047664
"6-30",0.041739
"6-30",0.063506
"6-30",0.079775
"6-30",0.031648
"6-30",0.035376
"6-30",0.013297
"6-30",-0.036829
"6-30",-0.052797
"6-30",-0.044033
"6-30",-0.027062
"6-30",-0.016172
"6-30",-0.051927
"6-30",-0.038126
"6-30",-0.042688
"6-30",-0.017361
"6-30",-0.029457
"6-30",-0.058914
"6-30",-0.045533
"6-30",-0.024433
"6-30",0.047472
"6-30",0.054574
"6-30",0.020278
"6-30",0.02397
"6-30",-0.022734
"6-30",-0.020645
"6-30",-0.01939
"6-30",0.014954
"6-30",0.031708
"6-30",0.020957
"6-30",0.041565
"6-30",0.028178
"6-30",-0.009617
"6-30",-0.01203
"6-30",-0.009989
"6-30",-0.009281
"6-30",0.00853
"6-30",0.021527
"6-30",0.035454
"6-30",-0.016551
"6-30",-0.032699
"6-30",-0.000853
"6-30",-0.005055
"6-30",-0.014846
"6-30",-0.016022
"6-30",-0.004046
"6-30",0.008254
"6-30",0.022523
"6-30",0.022037
"6-30",0.043708
"6-30",-0.010109
"6-30",-0.014786
"6-30",-0.025969
"6-30",-0.027188
"6-30",-0.010103
"6-30",0.011376
"6-30",0.054778
"6-30",0.017799
"6-30",-0.016773
"6-30",-0.016497
"6-30",-0.049099
"6-30",-0.075183
"6-30",-0.049465
"6-30",-0.023394
"6-30",0.010313
"6-30",-0.044471
"6-30",-0.070362
"6-30",-0.055414
"6-30",-0.036649
"6-30",-0.044561
"6-30",-0.050354
"6-30",-0.03558
"6-30",-0.022608
"6-30",-0.009539
"6-30",0.029793
"6-30",-0.004262
"6-30",-0.027254
"6-30",-0.009377
"6-30",-0.032591
"6-30",-0.043931
"6-30",-0.046266
"6-30",-0.022127
"6-30",-0.032723
"6-30",-0.02014
"6-30",-0.013213
"6-30",-0.033059
"6-30",-0.040485
"6-30",-0.043943
"6-30",-0.069282
"6-30",-0.085664
"6-30",-0.060247
"6-30",-0.061298
"6-30",-0.093144
"6-30",-0.123952
"6-30",-0.10033
"6-30",-0.053325
"6-30",-0.075945
"6-30",-0.072907
"6-30",-0.058338
"6-30",-0.065968
"6-30",-0.06227
"6-30",-0.036709
"6-30",-0.032711
"6-30",-0.030088
"6-30",-0.011688
"6-30",0.005511
"6-30",-0.023886
"6-30",-0.022139
"6-30",-0.030424
"6-30",0.006963
"6-30",-0.000714
"6-30",-0.014023
"6-30",-0.019378
"6-30",-0.002461
"6-30",-0.06221
"6-30",-0.101632
"6-30",-0.068345
"6-30",-0.068117
"6-30",-0.070242
"6-30",-0.144068
"6-30",-0.087969
"6-30",-0.062084
"6-30",-0.061448
"6-30",-0.051969
"6-30",-0.0623
"6-30",-0.09779
"6-30",-0.076437
"6-30",-0.01894
"6-30",-0.002263
"6-30",-0.024445
"6-30",-0.01975
"6-30",-0.00332
"6-30",-0.007786
"6-30",-0.010247
"6-30",-0.015734
"6-30",-0.01203
"6-30",-0.034794
"6-30",-0.033599
"6-30",-0.01059
"6-30",-0.018712
"6-30",-0.00416
"6-30",0.004166
"6-30",-0.021959
"6-30",-0.040035
"6-30",-0.044681
"6-30",-0.037645
"6-30",-0.055889
"6-30",-0.039434
"6-30",0.027614
"6-30",0.029607
"6-30",0.022085
"6-30",-0.01574
"6-30",-0.022566
"6-30",-0.024769
"6-30",0.002473
"6-30",0.00889
"6-30",0.01583
"6-30",0.014653
"6-30",0.015584
"6-30",0.011436
"6-30",-0.007054
"6-30",-0.041836
"6-30",-0.019624
"6-30",-0.017997
"6-30",-0.023784
"6-30",-0.001021
"6-30",0.020548
"6-30",0.046992
"6-30",0.008452
"6-30",-0.031
"6-30",-0.051296
"6-30",-0.051873
"6-30",-0.08232
"6-30",-0.096422
"6-30",-0.004406
"6-30",0.004856
"6-30",-0.002191
"6-30",-0.03974
"6-30",-0.074714
"6-30",-0.056291
"6-30",-0.020567
"6-30",0.001753
"6-30",0.017499
"6-30",-0.003746
"6-30",0.012955
"6-30",0.000582
"6-30",-0.006609
"6-30",-0.0275
"6-30",-0.016455
"6-30",-0.003272
"6-30",-0.007342
"6-30",-0.006579
"6-30",-0.010842
"6-30",-0.036241
"6-30",-0.028419
"6-30",-0.042082
"6-30",-0.066826
"6-30",-0.060691
"6-30",-0.021389
"6-30",-0.042664
"6-30",-0.05766
"6-30",-0.019726
"6-30",0.002155
"6-30",-0.024186
"6-30",-0.024823
"6-30",-0.03043
"6-30",-0.013921
"6-30",0.008854
"6-30",0.043972
"6-30",0.03869
"6-30",0.045941
"6-30",0.02442
"6-30",0.039716
"6-30",0.038576
"6-30",0.017277
"6-30",0.008164
"6-30",0.043342
"6-30",0.016142
"6-30",0.012642
"6-30",0.011382
"6-30",0.011226
"6-30",0.010427
"6-30",-0.027434
"6-30",-0.009119
"6-30",-0.014924
"6-30",0.012102
"6-30",-0.059256
"6-30",-0.01092
"6-30",0.034314
"6-30",0.016292
"6-30",0.00853
"6-30",0.017553
"6-30",-0.01541
"6-30",0.017943
"6-30",0.065554
"6-30",0.04764
"6-30",0.058038
"6-30",0.030153
"6-30",0.063518
"6-30",0.060481
"6-30",0.069978
"6-30",0.061952
"6-30",0.060211
"6-30",0.089404
"6-30",0.053836
"6-30",0.054316
"6-30",0.033359
"6-30",0.047971
"6-30",0.062576
"6-30",0.094248
"6-30",0.095803
"6-30",0.119935
"6-30",0.063843
"6-30",0.042057
"6-30",0.049381
"6-30",0.053517
"6-30",0.040112
"6-30",0.066646
"6-30",0.052155
"6-30",0.067787
"6-30",0.064959
"6-30",0.100485
"6-30",0.102683
"6-30",0.077218
"6-30",0.063795
"6-30",0.059544
"6-30",0.067925
"6-30",0.085724
"6-30",0.078472
"6-30",0.107911
"6-30",0.103253
"6-30",0.060223
"6-30",0.075429
"6-30",0.053769
"6-30",0.065349
"6-30",0.05838
"6-30",0.044891
"6-30",0.036126
"6-30",0.011262
"6-30",-0.007396
"6-30",-0.017241
"6-30",0.015566
"6-30",0.066562
"6-30",0.057611
"6-30",0.057125
"6-30",0.029757
"6-30",0.040365
"6-30",0.06682
"6-30",0.029805
"6-30",0.07098
"6-30",0.050294
"6-30",0.0541
"6-30",0.054406
"6-30",0.059538
"6-30",0.049495
"6-30",0.04716
"6-30",0.045011
"6-30",0.044579
"6-30",0.023562
"6-30",0.016923
"6-30",0.009743
"6-30",0.005397
"6-30",0.039848
"6-30",0.032729
"6-30",0.020014
"6-30",0.016502
"6-30",-0.052413
"6-30",-0.033353
"6-30",0.007762
"6-30",0.030321
"6-30",0.005943
"6-30",0.007576
"6-30",-0.004562
"6-30",-0.002683
"6-30",0.042694
"6-30",0.048199
"6-30",0.044087
"6-30",0.040365
"6-30",0.027752
"6-30",0.019588
"6-30",0.042226
"6-30",0.046788
"6-30",0.060937
"6-30",0.068081
"6-30",0.022079
"6-30",0.01628
"6-30",0.005343
"6-30",-0.034284
"6-30",-0.039746
"6-30",-0.035274
"6-30",-0.021401
"6-30",-0.02301
"6-30",-0.057299
"6-30",-0.045611
"6-30",-0.044747
"6-30",0.003362
"6-30",-0.01523
"6-30",-0.037741
"6-30",-0.040599
"6-30",-0.035868
"6-30",0.032098
"6-30",0.038222
"6-30",0.018117
"6-30",0.035268
"6-30",0.002287
"6-30",-0.002197
"6-30",-0.006928
"6-30",0.00054
"6-30",0.004718
"6-30",-0.01074
"6-30",0.024456
"6-30",0.030958
"6-30",0.017343
"6-30",0.018189
"6-30",0.019288
"6-30",0.013633
"6-30",0.018123
"6-30",0.016706
"6-30",0.030003
"6-30",-0.027626
"6-30",-0.04264
"6-30",-0.003692
"6-30",-0.00284
"6-30",-0.002425
"6-30",-0.00805
"6-30",-0.00293
"6-30",-0.004767
"6-30",-0.000288
"6-30",-0.001639
"6-30",0.02831
"6-30",-0.010433
"6-30",-0.016479
"6-30",-0.029457
"6-30",-0.03408
"6-30",-0.014419
"6-30",0.006321
"6-30",0.0591
"6-30",0.045437
"6-30",0.019384
"6-30",0.006615
"6-30",-0.034896
"6-30",-0.075633
"6-30",-0.060799
"6-30",-0.039728
"6-30",-0.003434
"6-30",-0.042172
"6-30",-0.067409
"6-30",-0.047328
"6-30",-0.028599
"6-30",-0.045329
"6-30",-0.054076
"6-30",-0.03917
"6-30",-0.023016
"6-30",-0.024421
"6-30",0.023466
"6-30",-0.010529
"6-30",-0.01972
"6-30",0.000132
"6-30",-0.004298
"6-30",-0.017853
"6-30",-0.030334
"6-30",-0.015212
"6-30",-0.037117
"6-30",-0.031054
"6-30",-0.023568
"6-30",-0.025249
"6-30",-0.033779
"6-30",-0.041553
"6-30",-0.087717
"6-30",-0.106441
"6-30",-0.098397
"6-30",-0.086624
"6-30",-0.08085
"6-30",-0.119653
"6-30",-0.072847
"6-30",-0.038132
"6-30",-0.056147
"6-30",-0.072139
"6-30",-0.054046
"6-30",-0.061255
"6-30",-0.060781
"6-30",-0.033221
"6-30",-0.017805
"6-30",-0.03531
"6-30",-0.021749
"6-30",0.002065
"6-30",-0.022265
"6-30",-0.026438
"6-30",-0.01918
"6-30",0.009119
"6-30",-0.01089
"6-30",-0.026246
"6-30",-0.022265
"6-30",-0.015752
"6-30",-0.064359
"6-30",-0.102743
"6-30",-0.065163
"6-30",-0.070572
"6-30",-0.040317
"6-30",-0.123934
"6-30",-0.084379
"6-30",-0.056837
"6-30",-0.062378
"6-30",-0.04351
"6-30",-0.071479
"6-30",-0.091985
"6-30",-0.071215
"6-30",-0.026312
"6-30",-0.01092
"6-30",-0.039188
"6-30",-0.026035
"6-30",-0.021899
"6-30",-0.019294
"6-30",-0.018207
"6-30",-0.025573
"6-30",-0.02253
"6-30",-0.039134
"6-30",-0.040587
"6-30",-0.019024
"6-30",-0.025915
"6-30",-0.011832
"6-30",0.002005
"6-30",-0.011022
"6-30",-0.019234
"6-30",-0.032423
"6-30",-0.025111
"6-30",-0.058704
"6-30",-0.058962
"6-30",0.018778
"6-30",0.032038
"6-30",0.029085
"6-30",-0.005181
"6-30",-0.008945
"6-30",-0.031582
"6-30",-0.01601
"6-30",-0.010193
"6-30",0.001195
"6-30",0.00078
"6-30",0.021785
"6-30",0.018327
"6-30",-0.000246
"6-30",-0.033545
"6-30",-0.009461
"6-30",-0.011994
"6-30",-0.031318
"6-30",-0.006279
"6-30",0.021911
"6-30",0.046332
"6-30",0.017763
"6-30",-0.015866
"6-30",-0.043865
"6-30",-0.041848
"6-30",-0.087471
"6-30",-0.109346
"6-30",-0.033071
"6-30",0.011994
"6-30",0.008758
"6-30",-0.014498
"6-30",-0.060859
"6-30",-0.047292
"6-30",-0.036397
"6-30",-0.017163
"6-30",0.006603
"6-30",-0.012318
"6-30",0.03184
"6-30",0.025705
"6-30",0.014936
"6-30",-0.01472
"6-30",-0.024216
"6-30",-0.025975
"6-30",-0.034056
"6-30",-0.015248
"6-30",0.001633
"6-30",-0.003194
"6-30",0.006015
"6-30",-0.023832
"6-30",-0.079349
"6-30",-0.097094
"6-30",-0.074006
"6-30",-0.072121
"6-30",-0.054778
"6-30",0.003722
"6-30",0.04282
"6-30",-0.006417
"6-30",-0.031798
"6-30",-0.063339
"6-30",-0.046248
"6-30",-0.009335
"6-30",0.046674
"6-30",0.070254
"6-30",0.073562
"6-30",0.043966
"6-30",0.045299
"6-30",0.027338
"6-30",-0.002017
"6-30",-0.000384
"6-30",0.049429
"6-30",0.043756
"6-30",0.034992
"6-30",0.038822
"6-30",0.021491
"6-30",-0.009059
"6-30",-0.060865
"6-30",-0.045041
"6-30",-0.045623
"6-30",0.001171
"6-30",-0.048511
"6-30",-0.021659
"6-30",0.034686
"6-30",0.00892
"6-30",-0.012162
"6-30",0.000216
"6-30",-0.021557
"6-30",0.037633
"6-30",0.08621
"6-30",0.071527
"6-30",0.070962
"6-30",0.026281
"6-30",0.053481
"6-30",0.04402
"6-30",0.054568
"6-30",0.056921
"6-30",0.051692
"6-30",0.078994
"6-30",0.048841
"6-30",0.05922
"6-30",0.042796
"6-30",0.056279
"6-30",0.067378
"6-30",0.088713
"6-30",0.087843
"6-30",0.115769
"6-30",0.068243
"6-30",0.052563
"6-30",0.061904
"6-30",0.055883
"6-30",0.055799
"6-30",0.069918
"6-30",0.064467
"6-30",0.06957
"6-30",0.073412
"6-30",0.101284
"6-30",0.095653
"6-30",0.076365
"6-30",0.044873
"6-30",0.036691
"6-30",0.046392
"6-30",0.06595
"6-30",0.067432
"6-30",0.117228
"6-30",0.12164
"6-30",0.082374
"6-30",0.079331
"6-30",0.035772
"6-30",0.052371
"6-30",0.042262
"6-30",0.030556
"6-30",0.055907
"6-30",0.039974
"6-30",0.013201
"6-30",-0.007162
"6-30",0.027434
"6-30",0.054526
"6-30",0.045839
"6-30",0.056483
"6-30",0.023988
"6-30",0.042724
"6-30",0.074546
"6-30",0.034908
"6-30",0.0588
"6-30",0.044291
"6-30",0.032104
"6-30",0.03986
"6-30",0.050852
"6-30",0.04764
"6-30",0.047748
"6-30",0.063693
"6-30",0.059863
"6-30",0.022265
"6-30",0.010313
"6-30",0.007936
"6-30",0.007792
"6-30",0.053121
"6-30",0.044123
"6-30",0.045743
"6-30",0.016262
"6-30",-0.05904
"6-30",-0.034206
"6-30",-0.008464
"6-30",0.021857
"6-30",0.013867
"6-30",0.025429
"6-30",0.009155
"6-30",0.013525
"6-30",0.053499
"6-30",0.049603
"6-30",0.043174
"6-30",0.037201
"6-30",0.018075
"6-30",0.01622
"6-30",0.057149
"6-30",0.063488
"6-30",0.08606
"6-30",0.077962
"6-30",0.022662
"6-30",0.005547
"6-30",-0.013219
"6-30",-0.040617
"6-30",-0.036157
"6-30",-0.018574
"6-30",-0.00377
"6-30",-0.021809
"6-30",-0.059256
"6-30",-0.057516
"6-30",-0.066082
"6-30",-0.009161
"6-30",-0.022241
"6-30",-0.032885
"6-30",-0.022752
"6-30",-0.022968
"6-30",0.043138
"6-30",0.046698
"6-30",0.019186
"6-30",0.040809
"6-30",0.004904
"6-30",0.00886
"6-30",0.00862
"6-30",0.013345
"6-30",0.009803
"6-30",-0.012348
"6-30",0.010896
"6-30",0.014239
"6-30",-0.009149
"6-30",0.000594
"6-30",0.016935
"6-30",0.025963
"6-30",0.038474
"6-30",0.03959
"6-30",0.035418
"6-30",-0.029145
"6-30",-0.051843
