Time,X
"6-30",-0.015029
"6-30",-0.017312
"6-30",-0.018213
"6-30",0.005901
"6-30",0.026855
"6-30",0.048897
"6-30",0.031319
"6-30",0.033205
"6-30",0.048549
"6-30",0.057374
"6-30",0.030556
"6-30",0.039802
"6-30",0.029793
"6-30",-0.000839
"6-30",-0.025182
"6-30",-0.002107
"6-30",0.002104
"6-30",0.007163
"6-30",0.012299
"6-30",0.022476
"6-30",0.012317
"6-30",0.021359
"6-30",0.039537
"6-30",0.015309
"6-30",0.039922
"6-30",0.015465
"6-30",0.013465
"6-30",-0.001668
"6-30",-0.006715
"6-30",-0.000431
"6-30",-0.002834
"6-30",0.00178
"6-30",0.017075
"6-30",-0.007886
"6-30",0.00819
"6-30",-0.006841
"6-30",-0.001776
"6-30",0.01636
"6-30",0.053757
"6-30",0.045599
"6-30",0.011638
"6-30",0.004916
"6-30",0.052099
"6-30",0.049366
"6-30",0.033253
"6-30",0.031169
"6-30",0.007679
"6-30",0.000182
"6-30",-0.006492
"6-30",-0.009238
"6-30",-0.004288
"6-30",-0.003332
"6-30",0.003288
"6-30",0.010443
"6-30",-0.000713
"6-30",0.012143
"6-30",0.025257
"6-30",0.026621
"6-30",0.015832
"6-30",0.0437
"6-30",0.032184
"6-30",0.016516
"6-30",-0.00627
"6-30",-0.000245
"6-30",0.012479
"6-30",0.016571
"6-30",-0.018447
"6-30",-0.066231
"6-30",-0.032685
"6-30",-0.003573
"6-30",0.007782
"6-30",0.022776
"6-30",0.042986
"6-30",0.024458
"6-30",0.015129
"6-30",0.041129
"6-30",0.047623
"6-30",0.017207
"6-30",0.023731
"6-30",0.011746
"6-30",0.01293
"6-30",-0.003585
"6-30",-0.007562
"6-30",-0.005135
"6-30",-0.002798
"6-30",-0.007478
"6-30",-0.005693
"6-30",-0.001782
"6-30",-0.029063
"6-30",-0.010031
"6-30",0.00303
"6-30",6.79E-05
"6-30",-0.01107
"6-30",-0.06181
"6-30",-0.069067
"6-30",-0.05397
"6-30",-0.022869
"6-30",-0.008769
"6-30",-0.002888
"6-30",-0.000977
"6-30",-0.023103
"6-30",-0.03212
"6-30",-0.013677
"6-30",7.39E-05
"6-30",0.015225
"6-30",0.014558
"6-30",0.030526
"6-30",0.014414
"6-30",0.019983
"6-30",0.024338
"6-30",0.043472
"6-30",0.043256
"6-30",0.040679
"6-30",0.021298
"6-30",0.027318
"6-30",0.002291
"6-30",-0.003825
"6-30",-0.005453
"6-30",0.002693
"6-30",-0.045019
"6-30",-0.064753
"6-30",-0.085539
"6-30",-0.061125
"6-30",-0.015462
"6-30",-0.048034
"6-30",-0.015594
"6-30",-0.015287
"6-30",-0.007952
"6-30",-0.013245
"6-30",0.023936
"6-30",0.02238
"6-30",0.035158
"6-30",0.023473
"6-30",0.032382
"6-30",9.19E-05
"6-30",0.009668
"6-30",0.023719
"6-30",0.029198
"6-30",0.027576
"6-30",0.033115
"6-30",0.023587
"6-30",0.015321
"6-30",0.006778
"6-30",0.006208
"6-30",0.000813
"6-30",0.010485
"6-30",-0.006979
"6-30",-0.022863
"6-30",-0.029717
"6-30",-0.000581
"6-30",0.008292
"6-30",-0.012848
"6-30",-0.031964
"6-30",-0.053868
"6-30",-0.018177
"6-30",-0.03778
"6-30",-0.008439
"6-30",-0.010211
"6-30",0.003126
"6-30",-0.00332
"6-30",-0.0077
"6-30",0.008418
"6-30",0.010515
"6-30",-0.004137
"6-30",0.009632
"6-30",0.003708
"6-30",-0.005153
"6-30",-0.006258
"6-30",-0.035491
"6-30",-0.040537
"6-30",-0.013894
"6-30",-0.018279
"6-30",-0.045487
"6-30",-0.06363
"6-30",-0.073182
"6-30",-0.014482
"6-30",0.029421
"6-30",0.028459
"6-30",0.050723
"6-30",0.050531
"6-30",0.040294
"6-30",0.02751
"6-30",0.02247
"6-30",0.015021
"6-30",0.009241
"6-30",0.020379
"6-30",0.010821
"6-30",0.002933
"6-30",0.014155
"6-30",-0.002864
"6-30",-0.00472
"6-30",0.017388
"6-30",0.01323
"6-30",-0.005249
"6-30",-0.000899
"6-30",-0.001013
"6-30",0.010094
"6-30",0.00834
"6-30",0.042367
"6-30",0.04319
"6-30",0.038732
"6-30",0.018367
"6-30",0.00479
"6-30",0.018283
"6-30",0.020523
"6-30",0.026255
"6-30",0.014654
"6-30",0.021262
"6-30",0.033392
"6-30",0.037501
"6-30",0.017201
"6-30",0.042986
"6-30",0.030802
"6-30",0.033926
"6-30",0.00485
"6-30",0.01463
"6-30",-0.002371
"6-30",0.016625
"6-30",0.013663
"6-30",0.019706
"6-30",-0.014675
"6-30",-0.002323
"6-30",0.002615
"6-30",0.004964
"6-30",-0.006703
"6-30",0.001894
"6-30",-0.020592
"6-30",-0.052113
"6-30",-0.035761
"6-30",0.020163
"6-30",0.036137
"6-30",0.046608
"6-30",0.060804
"6-30",0.037867
"6-30",0.05437
"6-30",0.040522
"6-30",0.033338
"6-30",0.022392
"6-30",0.024897
"6-30",0.003997
"6-30",-0.003735
"6-30",0.004351
"6-30",0.039495
"6-30",0.026411
"6-30",0.020193
"6-30",0.00974
"6-30",0.016673
"6-30",0.007739
"6-30",0.016679
"6-30",0.003036
"6-30",0.016607
"6-30",0.028507
"6-30",0.043268
"6-30",0.018577
"6-30",-0.020009
"6-30",-0.000227
"6-30",0.010743
"6-30",-0.012626
"6-30",-0.023307
"6-30",0.001287
"6-30",-0.003735
"6-30",-0.007646
"6-30",0.007445
"6-30",0.010203
"6-30",0.012557
"6-30",0.016294
"6-30",0.015892
"6-30",0.0177
"6-30",0.040282
"6-30",0.026789
"6-30",0.020265
"6-30",0.021923
"6-30",0.045653
"6-30",0.028477
"6-30",0.020962
"6-30",0.013164
"6-30",0.011398
"6-30",-0.035587
"6-30",-0.023494
"6-30",-0.022214
"6-30",-0.059395
"6-30",-0.07979
"6-30",-0.028972
"6-30",-0.022382
"6-30",-0.018994
"6-30",-0.007466
"6-30",0.011098
"6-30",0.00667
"6-30",-0.026365
"6-30",0.008484
"6-30",-0.000977
"6-30",-0.005369
"6-30",-0.00913
"6-30",0.000122
"6-30",0.00303
"6-30",-0.015365
"6-30",-0.023103
"6-30",-0.002395
"6-30",0.008166
"6-30",0.020662
"6-30",-0.010127
"6-30",0.000933
"6-30",0.012023
"6-30",0.011368
"6-30",-0.004396
"6-30",0.008148
"6-30",-0.007658
"6-30",-0.079844
"6-30",-0.055442
"6-30",-0.002101
"6-30",0.005631
"6-30",0.013447
"6-30",0.026086
"6-30",0.026982
"6-30",0.040817
"6-30",0.033482
"6-30",0.02226
"6-30",0.021557
"6-30",0.02414
"6-30",0.009788
"6-30",0.026279
"6-30",0.018949
"6-30",0.021833
"6-30",0.010767
"6-30",-0.012962
"6-30",0.007379
"6-30",-0.006276
"6-30",0.000801
"6-30",-0.015462
"6-30",-0.032036
"6-30",-0.046316
"6-30",-0.020658
"6-30",-0.028576
"6-30",-0.029309
"6-30",-0.085515
"6-30",-0.037347
"6-30",-0.000755
"6-30",-0.015275
"6-30",-0.015972
"6-30",-0.007357
"6-30",-0.002509
"6-30",0.007944
"6-30",0.042547
"6-30",0.019004
"6-30",-0.000797
"6-30",-0.010794
"6-30",0.002825
"6-30",0.006856
"6-30",0.000825
"6-30",-0.000305
"6-30",0.013675
"6-30",0.000585
"6-30",-0.001104
"6-30",-0.003675
"6-30",0.030166
"6-30",-0.023746
"6-30",-0.020214
"6-30",-0.03781
"6-30",-0.024701
"6-30",-0.027849
"6-30",-0.078426
"6-30",-0.035364
"6-30",-0.016116
"6-30",-0.020718
"6-30",-0.013797
"6-30",-0.039618
"6-30",-0.023073
"6-30",-0.006889
"6-30",-0.029988
"6-30",-0.023235
"6-30",0.005955
"6-30",0.003138
"6-30",-0.020892
"6-30",0.003787
"6-30",0.025528
"6-30",0.045857
"6-30",0.01588
"6-30",0.004549
"6-30",0.001396
"6-30",0.013332
"6-30",0.006676
"6-30",0.022164
"6-30",0.019124
"6-30",0.024254
"6-30",0.026885
"6-30",0.051805
"6-30",0.011843
"6-30",0.015105
"6-30",0.027462
"6-30",0.025744
"6-30",0.017868
"6-30",0.013663
"6-30",0.027522
"6-30",0.016522
"6-30",0.023221
"6-30",0.016084
"6-30",0.013627
"6-30",-0.007766
"6-30",0.000999
"6-30",-0.003272
"6-30",0.020896
"6-30",0.023659
"6-30",0.018433
"6-30",0.031475
"6-30",0.033127
"6-30",0.039621
"6-30",0.017784
"6-30",0.030166
"6-30",0.054322
"6-30",0.057338
"6-30",0.024885
"6-30",0.02736
"6-30",0.016931
"6-30",-0.010632
"6-30",-0.021019
"6-30",0.009692
"6-30",0.01904
"6-30",0.016174
"6-30",0.020734
"6-30",0.028826
"6-30",0.003504
"6-30",0.027222
"6-30",0.02292
"6-30",-0.001921
"6-30",-0.026131
"6-30",-0.023043
"6-30",0.004303
"6-30",-0.000287
"6-30",0.011452
"6-30",0.013182
"6-30",0.00333
"6-30",0.002669
"6-30",0.025672
"6-30",0.019887
"6-30",0.052183
"6-30",0.037999
"6-30",0.028988
"6-30",0.033121
"6-30",0.035728
"6-30",0.011999
"6-30",-0.022454
"6-30",-0.021613
"6-30",0.0485
"6-30",0.040288
"6-30",0.029174
"6-30",0.019929
"6-30",0.016595
"6-30",0.019052
"6-30",0.031301
"6-30",0.026207
"6-30",0.021322
"6-30",0.010022
"6-30",0.016114
"6-30",0.020061
"6-30",0.012269
"6-30",0.025978
"6-30",0.025768
"6-30",0.003396
"6-30",-0.019541
"6-30",0.007601
"6-30",0.005835
"6-30",0.016691
"6-30",0.003192
"6-30",0.010509
"6-30",-0.005928
"6-30",0.008436
"6-30",-0.017504
"6-30",-0.037413
"6-30",0.004003
"6-30",0.017159
"6-30",0.008454
"6-30",-0.004348
"6-30",0.012095
"6-30",0.002279
"6-30",0.023089
"6-30",0.053823
"6-30",0.051078
"6-30",0.026183
"6-30",0.028327
"6-30",0.01311
"6-30",0.018181
"6-30",0.006135
"6-30",0.005865
"6-30",0.011074
"6-30",0.003396
"6-30",-0.003134
"6-30",0.007307
"6-30",0.005246
"6-30",-0.028756
"6-30",-0.024178
"6-30",-0.035304
"6-30",-0.042994
"6-30",-0.054504
"6-30",-0.076594
"6-30",-0.084812
"6-30",-0.081346
"6-30",-0.046755
"6-30",-0.031982
"6-30",-0.02374
"6-30",-0.008204
"6-30",-0.018477
"6-30",-0.001344
"6-30",0.0191
"6-30",0.018565
"6-30",0.017574
"6-30",0.007061
"6-30",0.020554
"6-30",0.015309
"6-30",0.028405
"6-30",0.036329
"6-30",0.047828
"6-30",0.0403
"6-30",0.029379
"6-30",0.014047
"6-30",0.021028
"6-30",0.007013
"6-30",0.019406
"6-30",0.029739
"6-30",0.02444
"6-30",-0.024227
"6-30",-0.052594
"6-30",-0.091108
"6-30",-0.048749
"6-30",-0.005495
"6-30",-0.027699
"6-30",-0.005309
"6-30",-0.005874
"6-30",-0.004294
"6-30",-0.013671
"6-30",0.017075
"6-30",0.021917
"6-30",0.036744
"6-30",0.016625
"6-30",0.038492
"6-30",0.012413
"6-30",0.035741
"6-30",0.035969
"6-30",0.021539
"6-30",-0.006534
"6-30",-0.001104
"6-30",-0.015786
"6-30",0.014101
"6-30",0.016571
"6-30",0.01588
"6-30",-0.014452
"6-30",-0.002251
"6-30",-0.036206
"6-30",-0.045397
"6-30",-0.04172
"6-30",0.000639
"6-30",0.013609
"6-30",-0.005639
"6-30",-0.023512
"6-30",-0.038963
"6-30",0.000651
"6-30",-0.016627
"6-30",0.022061
"6-30",0.005529
"6-30",-0.011809
"6-30",-0.028005
"6-30",-0.030114
"6-30",-0.009532
"6-30",-0.002636
"6-30",-0.028113
"6-30",-0.025188
"6-30",-0.036127
"6-30",-0.027987
"6-30",-0.029519
"6-30",-0.044292
"6-30",-0.041396
"6-30",-0.015408
"6-30",-0.022322
"6-30",-0.022839
"6-30",-0.021517
"6-30",0.000566
"6-30",0.06269
"6-30",0.075366
"6-30",0.0527
"6-30",0.036984
"6-30",0.024783
"6-30",0.006886
"6-30",0.008947
"6-30",0.014636
"6-30",0.008112
"6-30",-0.004648
"6-30",0.001311
"6-30",-0.013419
"6-30",-0.003044
"6-30",0.013855
"6-30",-0.006811
"6-30",-0.008583
"6-30",0.013266
"6-30",0.017898
"6-30",0.012479
"6-30",0.02748
"6-30",0.033145
"6-30",0.044295
"6-30",0.02861
"6-30",0.04513
"6-30",0.033536
"6-30",0.024555
"6-30",0.002723
"6-30",0.007902
"6-30",0.02772
"6-30",0.034064
"6-30",0.04343
"6-30",0.037885
"6-30",0.045359
"6-30",0.054808
"6-30",0.035002
"6-30",0.002783
"6-30",0.011933
"6-30",-0.003555
"6-30",0.000284
"6-30",-0.016176
"6-30",-0.004131
"6-30",-0.008337
"6-30",-0.004444
"6-30",0.001432
"6-30",0.013561
"6-30",-0.020682
"6-30",0.001792
"6-30",0.008226
"6-30",0.027745
"6-30",0.025468
"6-30",0.047816
"6-30",0.021803
"6-30",-0.02407
"6-30",-0.033166
"6-30",0.005493
"6-30",0.007139
"6-30",0.009488
"6-30",0.021142
"6-30",-0.003597
"6-30",0.021491
"6-30",0.010575
"6-30",0.017015
"6-30",0.029961
"6-30",0.036371
"6-30",0.015363
"6-30",0.011584
"6-30",0.034359
"6-30",0.073636
"6-30",0.051366
"6-30",0.046716
"6-30",0.019791
"6-30",0.013807
"6-30",-0.006552
"6-30",0.003714
"6-30",-0.00484
"6-30",0.010593
"6-30",0.011993
"6-30",0.011422
"6-30",-0.026588
"6-30",-0.055177
"6-30",-0.004492
"6-30",0.043484
"6-30",0.028477
"6-30",0.012113
"6-30",0.020554
"6-30",0.00157
"6-30",-0.003759
"6-30",0.007439
"6-30",0.028327
"6-30",0.028309
"6-30",0.025438
"6-30",0.008827
"6-30",0.002231
"6-30",0.019568
"6-30",0.014342
"6-30",0.018475
"6-30",0.028039
"6-30",0.043388
"6-30",0.022121
"6-30",0.030358
"6-30",0.046001
"6-30",0.047726
"6-30",0.014168
"6-30",0.011212
"6-30",-0.006048
"6-30",-0.061419
"6-30",-0.102126
"6-30",-0.048563
"6-30",-0.017018
"6-30",-0.02824
"6-30",-0.027657
"6-30",-0.014206
"6-30",-0.012133
"6-30",-0.024178
"6-30",0.025209
"6-30",0.020247
"6-30",0.011374
"6-30",-0.005039
"6-30",-0.001098
"6-30",0.009001
"6-30",0.003132
"6-30",0.000705
"6-30",0.01576
"6-30",0.006886
"6-30",-0.001584
"6-30",-0.042634
"6-30",-0.023596
"6-30",-0.010469
"6-30",-0.005225
"6-30",-0.013954
"6-30",0.010046
"6-30",-0.006222
"6-30",-0.076654
"6-30",-0.062573
"6-30",-0.002726
"6-30",0.022506
"6-30",0.020307
"6-30",0.02593
"6-30",0.012954
"6-30",0.018619
"6-30",0.003084
"6-30",-0.015389
"6-30",-0.005958
"6-30",-0.002521
"6-30",-0.017612
"6-30",0.008845
"6-30",-0.004546
"6-30",0.006172
"6-30",0.009998
"6-30",-0.001398
"6-30",0.023527
"6-30",0.014564
"6-30",0.019718
"6-30",0.010052
"6-30",0.001684
"6-30",-0.007021
"6-30",0.008376
"6-30",-0.010716
"6-30",-0.02502
"6-30",-0.091853
"6-30",-0.040363
"6-30",-0.00013
"6-30",-0.005008
"6-30",-0.000815
"6-30",0.008364
"6-30",-0.003158
"6-30",-0.020724
"6-30",0.013495
"6-30",0.010455
"6-30",-0.003771
"6-30",0.008707
"6-30",0.020872
"6-30",0.020836
"6-30",0.010281
"6-30",0.020824
"6-30",0.031187
"6-30",0.02426
"6-30",0.015874
"6-30",0.002363
"6-30",0.01165
"6-30",-0.037395
"6-30",-0.029237
"6-30",-0.036794
"6-30",-0.02392
"6-30",-0.048857
"6-30",-0.090129
"6-30",-0.071289
"6-30",-0.066333
"6-30",-0.031958
"6-30",-0.007748
"6-30",-0.039341
"6-30",-0.024996
"6-30",-0.021517
"6-30",-0.057388
"6-30",-0.041414
"6-30",0.002861
"6-30",0.012485
"6-30",-0.002119
"6-30",0.022182
"6-30",0.028435
"6-30",0.027006
"6-30",0.000813
"6-30",0.002897
"6-30",0.016787
"6-30",0.036239
"6-30",0.030928
"6-30",0.026008
"6-30",0.005667
"6-30",0.001311
"6-30",0.016745
"6-30",0.038138
"6-30",0.0366
"6-30",0.014804
"6-30",0.019742
"6-30",0.005955
"6-30",0.009932
"6-30",0.025474
"6-30",0.04006
"6-30",0.029288
"6-30",0.024873
"6-30",0.007019
"6-30",-0.00475
"6-30",-0.013623
"6-30",0.015153
"6-30",0.018907
"6-30",0.039736
"6-30",0.024026
"6-30",0.013525
"6-30",0.016432
"6-30",0.022194
"6-30",0.034809
"6-30",0.025594
"6-30",0.029799
"6-30",0.039303
"6-30",0.046722
"6-30",0.027102
"6-30",0.043562
"6-30",0.040372
"6-30",0.014288
"6-30",-0.019445
"6-30",-0.008523
"6-30",-0.01089
"6-30",-0.001554
"6-30",0.015039
"6-30",0.04465
"6-30",0.029006
"6-30",0.030514
"6-30",0.005691
"6-30",-0.017306
"6-30",-0.023932
"6-30",-0.002419
"6-30",0.026741
"6-30",0.013465
"6-30",0.015525
"6-30",0.00968
"6-30",-0.00117
"6-30",0.004928
"6-30",0.025251
"6-30",0.017093
"6-30",0.038107
"6-30",0.009343
"6-30",0.00366
"6-30",0.006964
"6-30",0.030244
"6-30",0.010497
"6-30",-0.026726
"6-30",-0.032024
"6-30",0.026609
"6-30",0.035488
"6-30",0.023557
"6-30",0.021112
"6-30",0.025708
"6-30",0.025876
"6-30",0.02858
"6-30",0.016084
"6-30",0.018313
"6-30",0.012738
"6-30",0.022848
"6-30",0.029391
"6-30",0.031181
"6-30",0.041994
"6-30",0.033686
"6-30",0.008779
"6-30",-0.022406
"6-30",0.009392
"6-30",0.002189
"6-30",0.008112
"6-30",-0.015894
"6-30",-0.007874
"6-30",-0.017792
"6-30",0.004543
"6-30",-0.023908
"6-30",-0.037275
"6-30",-0.006474
"6-30",0.005385
"6-30",0.004724
"6-30",0.002988
"6-30",0.019833
"6-30",0.006796
"6-30",0.014985
"6-30",0.043767
"6-30",0.047125
"6-30",0.005511
"6-30",0.016102
"6-30",0.012425
"6-30",0.033836
"6-30",0.027997
"6-30",0.025107
"6-30",0.002988
"6-30",-0.00639
"6-30",-0.01238
"6-30",0.007031
"6-30",0.012822
"6-30",-0.003597
"6-30",-0.000887
"6-30",-0.019745
"6-30",-0.033442
"6-30",-0.044262
"6-30",-0.074275
"6-30",-0.07028
"6-30",-0.07934
"6-30",-0.025476
"6-30",-0.010559
"6-30",-0.004426
"6-30",0.021076
"6-30",0.009422
"6-30",0.020319
"6-30",0.014456
"6-30",-0.004167
"6-30",-0.010091
"6-30",-0.004035
"6-30",0.017243
"6-30",0.017676
"6-30",0.026885
"6-30",0.022632
"6-30",0.016571
"6-30",0.000176
"6-30",0.000512
"6-30",0.010257
"6-30",0.030784
"6-30",0.017802
"6-30",0.012828
"6-30",0.011248
"6-30",0.007433
"6-30",-0.021601
"6-30",-0.036386
"6-30",-0.070593
"6-30",-0.046773
"6-30",-0.024971
"6-30",-0.055598
"6-30",-0.041426
"6-30",-0.022424
"6-30",-0.016681
"6-30",-0.012632
"6-30",0.014816
"6-30",0.012215
"6-30",0.01776
"6-30",0.01174
"6-30",0.037501
"6-30",0.017562
"6-30",0.034419
"6-30",0.026831
"6-30",0.016649
"6-30",0.009331
"6-30",0.033704
"6-30",0.020355
"6-30",0.036377
"6-30",0.021226
"6-30",0.004555
"6-30",-0.025524
"6-30",-5.83E-05
"6-30",-0.024581
"6-30",-0.043204
"6-30",-0.058295
"6-30",-0.009322
"6-30",-0.001632
"6-30",-0.008925
"6-30",-0.021806
"6-30",-0.030006
"6-30",-0.000629
"6-30",-0.02839
"6-30",0.007037
"6-30",-0.003951
"6-30",-0.006258
"6-30",-0.014903
"6-30",-0.010409
"6-30",0.014804
"6-30",0.021671
"6-30",0.008424
"6-30",0.013477
"6-30",-0.009286
"6-30",-0.011352
"6-30",-0.025182
"6-30",-0.044832
"6-30",-0.034517
"6-30",-0.008204
"6-30",-0.027795
"6-30",-0.038957
"6-30",-0.043979
"6-30",-0.033833
"6-30",0.02763
"6-30",0.039675
"6-30",0.029192
"6-30",0.025888
"6-30",0.024639
"6-30",0.020235
"6-30",0.029541
"6-30",0.034215
"6-30",0.027606
"6-30",0.013152
"6-30",0.018619
"6-30",-0.001212
"6-30",0.010022
"6-30",0.025522
"6-30",0.005751
"6-30",-5.83E-05
"6-30",0.002735
"6-30",-0.010367
"6-30",-0.020346
"6-30",-0.004462
"6-30",0.012738
"6-30",0.029763
"6-30",0.015976
"6-30",0.021328
"6-30",0.010167
"6-30",0.012455
"6-30",0.000368
"6-30",0.016534
"6-30",0.044253
"6-30",0.049396
"6-30",0.042084
"6-30",0.033782
"6-30",0.048813
"6-30",0.068806
"6-30",0.052826
"6-30",0.007505
"6-30",0.013567
"6-30",-0.006546
"6-30",0.004964
"6-30",-0.001867
"6-30",0.013789
"6-30",-0.001344
"6-30",-0.013269
"6-30",-0.016957
"6-30",-0.003182
"6-30",-0.023446
"6-30",0.022728
"6-30",0.027216
"6-30",0.024609
"6-30",-0.005501
"6-30",0.000224
"6-30",-0.012704
"6-30",-0.040495
"6-30",-0.026023
"6-30",0.024068
"6-30",0.029661
"6-30",0.026994
"6-30",0.033097
"6-30",0.017832
"6-30",0.044283
"6-30",0.031421
"6-30",0.032599
"6-30",0.036131
"6-30",0.026279
"6-30",0.00056
"6-30",0.005829
"6-30",0.02876
"6-30",0.060083
"6-30",0.030382
"6-30",0.021857
"6-30",0.001582
"6-30",0.01284
"6-30",0.008256
"6-30",0.024398
"6-30",0.002777
"6-30",0.012215
"6-30",0.00464
"6-30",0.02396
"6-30",0.002963
"6-30",-0.022677
"6-30",-0.005027
"6-30",0.026801
"6-30",-0.001032
"6-30",-0.01903
"6-30",0.007637
"6-30",-0.000743
"6-30",0.002753
"6-30",0.011062
"6-30",0.027702
"6-30",0.008076
"6-30",0.005493
"6-30",-0.004684
"6-30",0.012966
"6-30",0.037447
"6-30",0.026561
"6-30",0.015021
"6-30",0.018679
"6-30",0.032238
"6-30",0.011038
"6-30",0.021785
"6-30",0.038053
"6-30",0.027612
"6-30",0.000386
"6-30",0.009217
"6-30",-0.01542
"6-30",-0.062434
"6-30",-0.086849
"6-30",-0.026227
"6-30",-0.007484
"6-30",-0.013864
"6-30",-0.007772
"6-30",-0.000731
"6-30",-0.024623
"6-30",-0.04753
"6-30",0.003907
"6-30",-0.004155
"6-30",-0.014104
"6-30",-0.020995
"6-30",-0.018405
"6-30",-0.016044
"6-30",-0.016321
"6-30",-0.005934
"6-30",0.012173
"6-30",0.011242
"6-30",0.013278
"6-30",-0.022839
"6-30",0.00944
"6-30",0.031577
"6-30",0.041532
"6-30",0.023479
"6-30",0.022085
"6-30",-0.014909
"6-30",-0.100096
"6-30",-0.070551
"6-30",0.003306
"6-30",0.023852
"6-30",0.027582
"6-30",0.025486
"6-30",0.018169
"6-30",0.005571
"6-30",0.005493
"6-30",0.00342
"6-30",0.019286
"6-30",0.018349
"6-30",0.00476
"6-30",0.025378
"6-30",0.015231
"6-30",0.024284
"6-30",0.022951
"6-30",-0.003188
"6-30",-0.00108
"6-30",0.006694
"6-30",0.010209
"6-30",0.00634
"6-30",-0.002936
"6-30",-0.023476
"6-30",-0.021649
"6-30",-0.043601
"6-30",-0.066285
"6-30",-0.119157
"6-30",-0.056793
"6-30",-0.008253
"6-30",-0.008565
"6-30",-0.029435
"6-30",-0.007099
"6-30",-0.025146
"6-30",0.004021
"6-30",0.038107
"6-30",0.030027
"6-30",0.017183
"6-30",0.01904
"6-30",0.017039
"6-30",0.017105
"6-30",0.008316
"6-30",0.016775
"6-30",0.023221
"6-30",0.019502
"6-30",0.009614
"6-30",0.003132
"6-30",0.015009
"6-30",-0.031171
"6-30",-0.034415
"6-30",-0.03981
"6-30",-0.018189
"6-30",-0.037695
"6-30",-0.072755
"6-30",-0.055508
"6-30",-0.045794
"6-30",-0.021691
"6-30",-0.022106
"6-30",-0.048082
"6-30",-0.024371
"6-30",-0.02374
"6-30",-0.034722
"6-30",-0.003302
"6-30",0.02286
"6-30",0.014336
"6-30",-0.003242
"6-30",0.008142
"6-30",0.025552
"6-30",0.049792
"6-30",0.023287
"6-30",0.020283
"6-30",0.013867
"6-30",0.007469
"6-30",-0.014464
"6-30",0.000242
"6-30",0.002351
"6-30",0.010809
"6-30",0.025522
"6-30",0.053835
"6-30",0.030376
"6-30",0.008791
"6-30",0.001017
"6-30",0.010731
"6-30",0.020992
"6-30",0.046488
"6-30",0.058617
"6-30",0.041928
"6-30",0.038017
"6-30",0.023533
"6-30",0.012906
"6-30",-0.010103
"6-30",4.98E-05
"6-30",-0.01286
"6-30",0.014462
"6-30",0.005769
"6-30",0.01815
"6-30",0.033109
"6-30",0.034719
"6-30",0.024428
"6-30",0.00336
"6-30",0.005985
"6-30",0.0335
"6-30",0.056851
"6-30",0.056226
"6-30",0.060395
"6-30",0.048975
"6-30",-0.003957
"6-30",-0.044694
"6-30",-0.022923
"6-30",-0.008673
"6-30",0.007373
"6-30",0.022584
"6-30",0.039447
"6-30",0.008629
"6-30",0.025197
"6-30",0.012209
"6-30",-0.00329
"6-30",-0.011136
"6-30",0.006346
"6-30",0.020391
"6-30",0.007241
"6-30",0.013344
"6-30",0.012834
"6-30",0.001029
"6-30",0.004333
"6-30",0.002531
"6-30",0.003174
"6-30",0.025846
"6-30",0.030406
"6-30",0.034539
"6-30",0.043815
"6-30",0.057025
"6-30",0.021749
"6-30",-0.025128
"6-30",-0.022382
"6-30",0.041802
"6-30",0.039249
"6-30",0.044199
"6-30",0.033818
"6-30",0.01937
"6-30",-0.003308
"6-30",-0.007526
"6-30",-0.013683
"6-30",-0.003573
"6-30",-0.003128
"6-30",0.016565
"6-30",0.022109
"6-30",0.026861
"6-30",0.042883
"6-30",0.045935
"6-30",0.038618
"6-30",0.009223
"6-30",0.023605
"6-30",0.014348
"6-30",0.008803
"6-30",-0.009298
"6-30",-0.00335
"6-30",-0.005483
"6-30",0.012221
"6-30",-0.020045
"6-30",-0.047428
"6-30",-0.02571
"6-30",-0.004041
"6-30",0.01302
"6-30",0.028267
"6-30",0.042042
"6-30",0.018493
"6-30",0.032701
"6-30",0.055722
"6-30",0.059945
"6-30",0.033578
"6-30",0.033794
"6-30",0.015729
"6-30",0.011843
"6-30",-0.009875
"6-30",-0.001386
"6-30",-0.006228
"6-30",-0.013539
"6-30",-0.022965
"6-30",-0.007706
"6-30",-0.014921
"6-30",-0.025422
"6-30",-0.01757
"6-30",-0.020376
"6-30",-0.027435
"6-30",-0.032955
"6-30",-0.059653
"6-30",-0.098419
"6-30",-0.111504
"6-30",-0.050696
"6-30",-0.023878
"6-30",-0.008259
"6-30",0.014402
"6-30",-0.01611
"6-30",-0.000287
"6-30",0.006886
"6-30",0.000861
"6-30",0.006904
"6-30",0.02441
"6-30",0.039525
"6-30",0.026639
"6-30",0.029823
"6-30",0.041586
"6-30",0.033908
"6-30",0.016468
"6-30",-0.002353
"6-30",-0.002581
"6-30",-0.013281
"6-30",-0.013137
"6-30",-0.00773
"6-30",0.018535
"6-30",0.016072
"6-30",-0.013942
"6-30",-0.036854
"6-30",-0.074227
"6-30",-0.031472
"6-30",0.014414
"6-30",-0.006576
"6-30",0.011861
"6-30",0.012816
"6-30",-0.00615
"6-30",-0.009196
"6-30",0.011176
"6-30",0.018072
"6-30",0.014444
"6-30",0.00843
"6-30",0.017568
"6-30",-0.013359
"6-30",0.012479
"6-30",0.011374
"6-30",0.018066
"6-30",0.000242
"6-30",0.035428
"6-30",0.018511
"6-30",0.047131
"6-30",0.037068
"6-30",0.016486
"6-30",-0.007526
"6-30",0.016144
"6-30",-0.024203
"6-30",-0.040189
